frame,total,raster_stats,index_count
0,10.78212,10.77806,2735043.00000
10,10.63728,10.63348,2743503.00000
20,11.32061,11.31667,2789486.40000
30,15.07830,15.07435,2973420.00000
40,19.05464,19.05050,2973420.00000
50,19.03191,19.02778,3519772.20000
60,10.64754,10.64280,3709842.60000
70,8.71309,8.70920,3855122.40000
80,9.32218,9.31825,3654076.80000
90,11.02482,11.02079,3542482.20000
100,15.64561,15.64166,3260749.80000
110,8.02700,8.02301,2319486.90000
120,8.00398,8.00016,1946843.70000
130,8.19085,8.18689,1705523.10000
140,8.46167,8.45770,1670144.40000
150,9.57424,9.57003,1705351.20000
160,9.18436,9.18044,1601443.50000
170,13.03091,13.02704,1952126.40000
180,11.91752,11.91343,2341795.20000
190,16.42661,16.42264,2107644.90000
200,15.36134,15.35692,1419058.80000
210,16.10544,16.10140,807861.60000
220,21.03220,21.02812,643874.40000
230,29.76313,29.75881,684394.20000
240,24.35450,24.34984,1542489.30000
250,22.44948,22.44488,1712182.50000
260,19.45826,19.45363,1672847.40000
270,20.12060,20.11595,1599087.60000
280,22.00106,21.99644,1561190.10000
290,21.89592,21.89112,1296197.40000
300,22.61298,22.60832,1175449.20000
310,19.63876,19.63422,912259.20000
320,26.60636,26.60176,897765.00000
330,36.51556,36.51092,897779.40000
340,33.15704,33.15241,894099.90000
350,35.22728,35.22261,879486.00000
360,34.58317,34.57848,846745.80000
370,15.42163,15.41736,793391.40000
380,14.71668,14.71230,792712.20000
390,18.44369,18.43966,565609.80000
400,19.92447,19.92039,383192.10000
410,20.96869,20.96445,528333.90000
420,14.19229,14.18827,794159.10000
430,16.50930,16.50514,728275.20000
440,14.80226,14.79818,552941.10000
450,17.79121,17.78731,412048.20000
460,22.30377,22.29974,350868.00000
470,23.54016,23.53604,350868.00000
480,15.74342,15.73932,338481.60000
490,10.35125,10.34769,321642.00000
500,11.90895,11.90512,333708.90000
510,13.03152,13.02760,339267.00000
520,16.51526,16.51134,339351.00000
530,16.12144,16.11735,339141.00000
540,15.71365,15.70955,339351.00000
550,14.43974,14.43559,474632.40000
560,24.48473,24.48058,541706.70000
570,25.47112,25.46698,300708.60000
580,22.10618,22.10214,161673.00000
590,18.11574,18.11165,548954.40000
600,15.05516,15.05085,2470690.80000
610,19.42921,19.42455,4528393.20000
620,15.77072,15.76615,5469609.30000
630,8.97845,8.97424,5385665.40000
640,8.26516,8.26121,5268445.80000
650,7.99592,7.99208,5455766.10000
660,10.87648,10.87253,6486145.20000
670,14.67818,14.67413,6541372.50000
680,15.23469,15.23004,6879486.30000
690,17.47794,17.47342,7108213.50000
700,18.03948,18.03473,7441605.60000
710,18.22153,18.21694,7593033.90000
720,18.35318,18.34847,7066003.50000
730,25.74858,25.74400,6821793.60000
740,28.69968,28.69508,6720414.00000
750,26.24018,26.23550,6525013.50000
760,15.71064,15.70597,6801216.60000
770,14.34496,14.34061,7175850.30000
780,13.77223,13.76825,7286777.70000
790,13.70160,13.69749,6714756.00000
800,15.76813,15.76374,6663391.50000
810,13.85234,13.84812,6727253.40000
820,16.80402,16.79981,6686411.70000
830,39.86747,39.86288,6922272.30000
840,43.47814,43.47345,7140367.20000
850,43.93019,43.92556,7148327.40000
860,38.26688,38.26229,7238579.70000
870,39.71706,39.71243,7842063.90000
880,68.57798,68.57327,8399251.20000
890,53.66982,53.66517,8650731.60000
900,61.08232,61.07765,8253558.60000
910,60.03944,60.03489,8466807.30000
920,67.84882,67.84422,8191092.90000
930,56.75521,56.75062,7611897.60000
940,55.33157,55.32698,7472485.20000
950,63.35608,63.35143,7479321.60000
960,38.75241,38.74785,7513692.60000
970,68.37580,68.37116,7224937.80000
980,101.96594,101.96130,6451338.30000
990,65.93140,65.92680,6161764.20000
1000,67.65785,67.65321,5635455.90000
1010,69.39946,69.39500,5202423.30000
1020,70.07300,70.06828,5064487.20000
1030,67.17835,67.17376,4854207.60000
1040,15.22711,15.22262,4813812.60000
1050,13.59569,13.59128,5117389.20000
1060,15.10654,15.10242,5842354.50000
1070,13.00244,12.99810,6651849.00000
1080,13.50927,13.50532,5608637.70000
1090,17.04756,17.04322,4262394.00000
1100,18.28392,18.27924,4041469.80000
1110,19.55156,19.54698,3829725.00000
1120,15.78000,15.77540,3625378.80000
1130,20.93086,20.92641,3497889.30000
1140,23.96470,23.95992,2350612.80000
1150,33.34542,33.34080,1301457.60000
1160,51.04088,51.03618,1975792.50000
1170,35.18740,35.18262,3156324.60000
1180,24.58808,24.58343,3050540.40000
1190,24.41722,24.41251,2981322.90000
1200,36.01134,36.00670,2914107.30000
1210,25.45527,25.45064,2838095.10000
1220,18.54174,18.53710,2404130.40000
1230,19.20118,19.19648,2756329.80000
1240,28.06808,28.06342,3243857.10000
1250,20.55844,20.55383,3374841.30000
1260,19.76250,19.75759,2758986.60000
1270,24.94496,24.94029,1980257.70000
1280,29.98306,29.97844,1437031.50000
1290,38.68646,38.68185,1166351.70000
1300,44.76132,44.75665,1037250.60000
1310,29.20095,29.19623,1221641.40000
1320,38.43587,38.43119,759526.20000
1330,42.06790,42.06332,430540.20000
1340,45.38865,45.38399,694622.10000
1350,36.00848,36.00390,1566384.90000
1360,25.91894,25.91446,2940508.80000
1370,19.00491,19.00035,4580042.10000
1380,16.80804,16.80338,5117127.00000
1390,51.50040,51.49578,5701572.00000
1400,46.93691,46.93226,6038218.80000
1410,30.28080,30.27612,4462831.50000
1420,26.53084,26.52610,4482807.90000
1430,36.08988,36.08529,6096565.50000
1440,30.31539,30.31071,6378838.20000
1450,38.05606,38.05143,6844768.20000
1460,76.55298,76.54834,7461451.50000
1470,59.17451,59.16976,7820832.30000
1480,51.72918,51.72444,8167075.80000
1490,66.91495,66.91035,8579003.40000
1500,48.72153,48.71679,8897062.20000
1510,48.70393,48.69930,9153365.10000
1520,43.16724,43.16249,9295424.70000
1530,35.75680,35.75210,9095182.20000
1540,33.65085,33.64618,9066057.60000
1550,27.96110,27.95646,9353040.90000
1560,28.87562,28.87094,9720191.10000
1570,24.22138,24.21677,9982925.40000
1580,27.20810,27.20312,10171514.40000
1590,28.82914,28.82512,10457815.80000
1600,25.19272,25.18824,10653773.10000
1610,25.84369,25.83931,10718238.00000
1620,23.19624,23.19165,10718247.00000
1630,21.41344,21.40881,10720095.00000
1640,23.22586,23.22164,10736792.40000
1650,19.63618,19.63203,10788409.20000
1660,16.04625,16.04156,10885447.80000
1670,18.69822,18.69376,10912725.00000
1680,17.51494,17.51062,11006847.30000
1690,16.39881,16.39461,11241010.80000
1700,15.34477,15.34052,11241018.60000
1710,17.59934,17.59516,11241024.00000
1720,15.16563,15.16144,11241025.80000
1730,15.31450,15.31015,11241037.20000
1740,14.38234,14.37817,11159436.00000
1750,15.02552,15.02154,11057419.80000
1760,14.57292,14.56895,11241048.60000
1770,13.26222,13.25774,11241054.00000
1780,13.48818,13.48404,11241054.00000
1790,13.13995,13.13573,11241054.00000
1800,12.81133,12.80720,11241054.00000
1810,12.80184,12.79770,11241049.80000
1820,13.30274,13.29885,11241039.60000
1830,13.95002,13.94601,11241032.40000
1840,15.47955,15.47541,11241024.00000
1850,14.95325,14.94905,11241018.00000
1860,15.18787,15.18343,11241019.80000
1870,16.39855,16.39442,11241019.80000
1880,16.53131,16.52703,11241012.60000
1890,19.00811,19.00391,11241004.80000
1900,22.26247,22.25818,11240997.00000
1910,16.93286,16.92836,11240988.00000
1920,22.06567,22.06132,11240979.60000
1930,20.09479,20.09016,11240965.20000
1940,22.85566,22.85102,11240951.40000
1950,22.53053,22.52593,11240937.00000
1960,23.64561,23.64097,11240920.80000
1970,25.09782,25.09304,11240906.40000
1980,28.63337,28.62871,11048367.60000
1990,35.43851,35.43391,10373694.60000
2000,32.49939,32.49482,10223550.60000
2010,33.59895,33.59434,10177897.20000
2020,34.23560,34.23096,10158671.40000
2030,31.38063,31.37599,9564483.60000
2040,39.94100,39.93636,8650854.90000
2050,31.02552,31.02086,8318451.60000
2060,48.43895,48.43396,8665887.00000
2070,38.48811,38.48343,7881299.40000
2080,38.49883,38.49416,5397019.20000
2090,36.69959,36.69495,3795908.10000
2100,39.11444,39.10978,3118903.80000
2110,43.42123,43.41667,3664485.60000
2120,59.49269,59.48811,5019081.60000
2130,68.12486,68.12017,5231196.00000
2140,93.82314,93.81852,5636161.80000
2150,117.68236,117.67765,6005308.80000
2160,96.08613,96.08146,4074952.50000
2170,91.90820,91.90353,1575881.40000
2180,96.07842,96.07370,1637140.20000
2190,86.31592,86.31126,1388206.80000
2200,61.62398,61.61938,724267.50000
2210,33.53137,33.52676,522360.60000
2220,33.26843,33.26381,359120.40000
2230,33.58584,33.58128,318315.00000
2240,37.25442,37.24977,235974.30000
2250,0.04383,0.03994,40580.10000
2260,1.78626,1.78223,142475.40000
2270,6.27676,6.27285,404724.00000
2280,6.02847,6.02436,264973.50000
2290,4.36823,4.36444,205083.00000
2300,0.58953,0.58555,20613.00000
2310,0.02766,0.02388,0.00000
2320,0.02775,0.02396,0.00000
2330,0.02755,0.02378,0.00000
2340,0.02752,0.02380,0.00000
2350,0.02753,0.02375,0.00000
2360,0.02754,0.02374,0.00000
2370,0.02756,0.02373,0.00000
2380,0.02748,0.02362,0.00000
2390,0.02762,0.02374,0.00000
2400,0.02901,0.02516,0.00000
2410,0.02919,0.02529,0.00000
2420,0.02776,0.02394,0.00000
2430,0.02762,0.02374,0.00000
2440,0.02752,0.02378,0.00000
2450,0.02751,0.02379,0.00000
2460,0.02736,0.02363,0.00000
2470,0.02727,0.02355,0.00000
2480,0.02722,0.02350,0.00000
2490,0.02743,0.02368,0.00000
