frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,1.86407,0.43972,1.26863,0.09311,0.03482,26437728.00000
60,2.11742,0.44300,1.51535,0.09451,0.03816,26437728.00000
120,2.12304,0.43904,1.51930,0.09468,0.03783,26437728.00000
180,1.97931,0.44385,1.38351,0.09537,0.03730,26437728.00000
240,1.82596,0.44202,1.22476,0.09531,0.03717,26437728.00000
300,1.67445,0.43782,1.08770,0.09288,0.03684,26437728.00000
360,1.99091,0.44075,1.40598,0.08634,0.03764,26437728.00000
420,2.10798,0.43902,1.51621,0.08886,0.03795,26437728.00000
480,1.96278,0.43874,1.35996,0.08688,0.03736,26437728.00000
540,1.86143,0.43915,1.27501,0.08655,0.03757,26437728.00000
