frame,total,visibility,visutil_histogram,visutil_prefix,visutil_flatten,gbuffer,lighting,tonemap,index_count
0,1.45186,1.02430,0.03403,0.00228,0.03733,0.18245,0.09517,0.04217,26437728.00000
60,1.17938,0.75090,0.03352,0.00218,0.04079,0.19321,0.09227,0.03110,26437728.00000
120,1.14827,0.72681,0.03298,0.00218,0.04048,0.18416,0.09289,0.03128,26437728.00000
180,1.14968,0.72753,0.03240,0.00218,0.04233,0.18668,0.09264,0.03089,26437728.00000
240,1.13830,0.73088,0.03238,0.00300,0.04019,0.18551,0.08715,0.03090,26437728.00000
300,1.13375,0.73410,0.03216,0.00292,0.03974,0.18028,0.08449,0.03077,26437728.00000
360,1.12458,0.72335,0.03246,0.00296,0.03988,0.18188,0.08432,0.03072,26437728.00000
420,1.11358,0.72059,0.03265,0.00297,0.03994,0.17872,0.08429,0.03053,26437728.00000
480,1.10857,0.71671,0.03241,0.00308,0.03960,0.17892,0.08359,0.03043,26437728.00000
540,1.10847,0.71818,0.03236,0.00304,0.03981,0.17707,0.08339,0.03071,26437728.00000
