frame,total,visibility,visutil_histogram,visutil_prefix,visutil_flatten,gbuffer,lighting,tonemap,index_count
0,0.73308,0.32435,0.02869,0.00226,0.03348,0.16606,0.10197,0.04217,3553381.35000
60,0.86033,0.34597,0.03158,0.00225,0.03686,0.23527,0.12325,0.05102,3662944.30000
120,0.69809,0.21177,0.02939,0.00213,0.04069,0.23878,0.10425,0.03825,2176008.00000
180,0.63014,0.16102,0.02796,0.00214,0.04034,0.22543,0.10314,0.03745,1760027.75000
240,0.72342,0.22845,0.03092,0.00214,0.04105,0.24217,0.10555,0.03778,2911562.30000
300,0.75393,0.26117,0.03071,0.00215,0.04118,0.24380,0.10578,0.03770,3211259.30000
360,0.75677,0.26101,0.03047,0.00214,0.04140,0.24514,0.10654,0.03788,3197534.35000
420,0.67815,0.19699,0.02895,0.00217,0.04091,0.23541,0.10516,0.03749,2080022.75000
480,0.69132,0.20456,0.02891,0.00219,0.04104,0.23546,0.10608,0.03752,2143202.10000
540,0.72778,0.24669,0.02939,0.00251,0.04096,0.23816,0.10273,0.03702,2652802.15000
