run-id,run-name,run-current-time,output-filepath,renderer-variant,renderer-variant-name,variable,to-use-scene,scene-path,warmup-frames,measure-frames,auto-terminate,window-width,window-height,seed,camera-pos-x,camera-pos-y,camera-pos-z,camera-lookat-x,camera-lookat-y,camera-lookat-z,camera-near-z,camera-far-z,camera-fov,object-count,material-count,geometry-count,overdraw-count,z-min,z-max,xy-minmax,radius,geometry-div,gbuffer-cnt,texture-count,texture-size,texture-sampling-count,alu-calc-count,renderer_name,pass_name_0,pass_name_1,pass_name_2,pass_name_3,pass_0_time_min_ms,pass_0_time_median_ms,pass_0_time_max_ms,pass_0_time_avg_ms,pass_0_time_p01_ms,pass_0_time_p10_ms,pass_0_time_p90_ms,pass_0_time_p99_ms,pass_1_time_min_ms,pass_1_time_median_ms,pass_1_time_max_ms,pass_1_time_avg_ms,pass_1_time_p01_ms,pass_1_time_p10_ms,pass_1_time_p90_ms,pass_1_time_p99_ms,pass_2_time_min_ms,pass_2_time_median_ms,pass_2_time_max_ms,pass_2_time_avg_ms,pass_2_time_p01_ms,pass_2_time_p10_ms,pass_2_time_p90_ms,pass_2_time_p99_ms,pass_3_time_min_ms,pass_3_time_median_ms,pass_3_time_max_ms,pass_3_time_avg_ms,pass_3_time_p01_ms,pass_3_time_p10_ms,pass_3_time_p90_ms,pass_3_time_p99_ms,variable-geometry-count,variable-overdraw-count,variable-waste-quad-count,variable-alu-op-count,param_run_id,param_run_name,param_run_current_time,param_output_filepath,param_renderer_variant_name,param_variable,param_to_use_scene,param_scene_path,param_warmup_frames,param_measure_frames,param_auto_terminate,param_window_width,param_window_height,param_seed,param_camera_pos_x,param_camera_pos_y,param_camera_pos_z,param_camera_lookat_x,param_camera_lookat_y,param_camera_lookat_z,param_camera_near_z,param_camera_far_z,param_camera_fov,param_object_count,param_material_count,param_geometry_count,param_z_min,param_z_max,param_xy_minmax,param_radius,param_geometry_div,param_gbuffer_cnt,param_texture_count,param_texture_size,param_texture_sampling_count,param_overdraw_count,param_alu_calc_count,param_renderer_variant,runner_experiment,runner_repeat,runner_run_index,runner_result_row,runner_status,runner_return_code,runner_error
62,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00062.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,1,-1,1,1,0.5,16,1,1,256,1,48,VisBuf,visibility,resolve,,total,0.15702,0.15738,0.15776,0.15740,0.15709,0.15715,0.15766,0.15776,0.50432,0.50467,0.50541,0.50472,0.50438,0.50448,0.50502,0.50541,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.66160,0.66211,0.66275,0.66211,0.66163,0.66173,0.66253,0.66275,65536,1,16,48,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,1,48,4,overdraw_alu_orthogonal,0,62,0,success,0,
63,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00063.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,1,-1,1,1,0.5,16,1,1,256,1,64,Forward,forward,,,total,1.43901,1.44048,1.45254,1.44068,1.43949,1.43981,1.44122,1.44506,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.43901,1.44048,1.45254,1.44068,1.43949,1.43981,1.44122,1.44506,65536,1,16,64,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,1,64,1,overdraw_alu_orthogonal,0,63,0,success,0,
64,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00064.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,1,-1,1,1,0.5,16,1,1,256,1,64,ForwardPrepass,depth_prepass,forward,,total,0.14637,0.14726,0.14886,0.14725,0.14650,0.14672,0.14768,0.14806,0.75219,0.75651,0.75763,0.75598,0.75242,0.75315,0.75709,0.75754,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89939,0.90371,0.90528,0.90322,0.89946,0.90051,0.90454,0.90483,65536,1,16,64,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,1,64,2,overdraw_alu_orthogonal,0,64,0,success,0,
65,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00065.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,1,-1,1,1,0.5,16,1,1,256,1,64,VisBuf,visibility,resolve,,total,0.15706,0.15738,0.15779,0.15737,0.15709,0.15715,0.15763,0.15779,0.65075,0.66230,0.66342,0.65986,0.65082,0.65110,0.66285,0.66326,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.80822,0.81962,0.82074,0.81723,0.80829,0.80861,0.82029,0.82067,65536,1,16,64,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,1,64,4,overdraw_alu_orthogonal,0,65,0,success,0,
66,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00066.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,0,Forward,forward,,,total,0.15891,0.15939,0.16010,0.15939,0.15894,0.15910,0.15971,0.15984,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15891,0.15939,0.16010,0.15939,0.15894,0.15910,0.15971,0.15984,65536,2,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,0,1,overdraw_alu_orthogonal,0,66,0,success,0,
67,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00067.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,0,ForwardPrepass,depth_prepass,forward,,total,0.14598,0.14688,0.14774,0.14689,0.14602,0.14634,0.14752,0.14771,0.15152,0.15181,0.15203,0.15179,0.15155,0.15165,0.15190,0.15197,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.29773,0.29869,0.29952,0.29869,0.29786,0.29818,0.29917,0.29946,65536,2,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,0,2,overdraw_alu_orthogonal,0,67,0,success,0,
68,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00068.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,0,VisBuf,visibility,resolve,,total,0.16419,0.16470,0.16547,0.16471,0.16422,0.16435,0.16512,0.16544,0.02646,0.02656,0.02672,0.02656,0.02646,0.02650,0.02662,0.02669,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.19078,0.19123,0.19203,0.19128,0.19078,0.19091,0.19168,0.19203,65536,2,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,0,4,overdraw_alu_orthogonal,0,68,0,success,0,
69,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00069.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,1,Forward,forward,,,total,0.20630,0.20672,0.20736,0.20675,0.20630,0.20643,0.20707,0.20726,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.20630,0.20672,0.20736,0.20675,0.20630,0.20643,0.20707,0.20726,65536,2,16,1,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,1,1,overdraw_alu_orthogonal,0,69,0,success,0,
70,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00070.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,1,ForwardPrepass,depth_prepass,forward,,total,0.14595,0.14694,0.14771,0.14691,0.14602,0.14634,0.14746,0.14768,0.16173,0.16202,0.16250,0.16207,0.16176,0.16189,0.16234,0.16246,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30794,0.30899,0.30998,0.30897,0.30800,0.30842,0.30960,0.30992,65536,2,16,1,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,1,2,overdraw_alu_orthogonal,0,70,0,success,0,
71,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00071.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,1,VisBuf,visibility,resolve,,total,0.16413,0.16448,0.16547,0.16451,0.16416,0.16426,0.16477,0.16544,0.04294,0.04314,0.04339,0.04315,0.04298,0.04304,0.04326,0.04339,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.20723,0.20765,0.20867,0.20766,0.20726,0.20739,0.20794,0.20861,65536,2,16,1,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,1,4,overdraw_alu_orthogonal,0,71,0,success,0,
72,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00072.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,2,Forward,forward,,,total,0.23533,0.23594,0.23654,0.23592,0.23539,0.23562,0.23622,0.23645,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.23533,0.23594,0.23654,0.23592,0.23539,0.23562,0.23622,0.23645,65536,2,16,2,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,2,1,overdraw_alu_orthogonal,0,72,0,success,0,
73,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00073.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,2,ForwardPrepass,depth_prepass,forward,,total,0.14598,0.14694,0.14778,0.14695,0.14611,0.14643,0.14749,0.14778,0.16902,0.16931,0.16976,0.16930,0.16906,0.16912,0.16950,0.16970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31517,0.31626,0.31728,0.31625,0.31530,0.31571,0.31683,0.31715,65536,2,16,2,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,2,2,overdraw_alu_orthogonal,0,73,0,success,0,
74,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00074.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,2,VisBuf,visibility,resolve,,total,0.16413,0.16448,0.17590,0.16460,0.16416,0.16429,0.16474,0.16563,0.04979,0.04995,0.05034,0.04997,0.04979,0.04986,0.05011,0.05021,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.21398,0.21443,0.22582,0.21457,0.21411,0.21421,0.21475,0.21574,65536,2,16,2,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,2,4,overdraw_alu_orthogonal,0,74,0,success,0,
75,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00075.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,4,Forward,forward,,,total,0.29386,0.29450,0.29526,0.29453,0.29395,0.29421,0.29494,0.29514,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.29386,0.29450,0.29526,0.29453,0.29395,0.29421,0.29494,0.29514,65536,2,16,4,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,4,1,overdraw_alu_orthogonal,0,75,0,success,0,
76,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00076.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,4,ForwardPrepass,depth_prepass,forward,,total,0.14592,0.14701,0.14781,0.14696,0.14598,0.14643,0.14749,0.14768,0.18426,0.18454,0.18506,0.18456,0.18426,0.18438,0.18474,0.18496,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33040,0.33158,0.33242,0.33152,0.33050,0.33101,0.33203,0.33242,65536,2,16,4,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,4,2,overdraw_alu_orthogonal,0,76,0,success,0,
77,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00077.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,4,VisBuf,visibility,resolve,,total,0.16416,0.16451,0.16557,0.16453,0.16416,0.16426,0.16474,0.16541,0.06941,0.06963,0.06995,0.06962,0.06941,0.06954,0.06973,0.06989,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.23376,0.23411,0.23523,0.23416,0.23379,0.23389,0.23437,0.23507,65536,2,16,4,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,4,4,overdraw_alu_orthogonal,0,77,0,success,0,
78,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00078.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,8,Forward,forward,,,total,0.41312,0.41424,0.41584,0.41425,0.41318,0.41382,0.41469,0.41501,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.41312,0.41424,0.41584,0.41425,0.41318,0.41382,0.41469,0.41501,65536,2,16,8,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,8,1,overdraw_alu_orthogonal,0,78,0,success,0,
79,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00079.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,8,ForwardPrepass,depth_prepass,forward,,total,0.14614,0.14694,0.14794,0.14698,0.14618,0.14653,0.14752,0.14771,0.22163,0.22237,0.22294,0.22235,0.22179,0.22205,0.22259,0.22269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36822,0.36934,0.37040,0.36933,0.36829,0.36874,0.36995,0.37008,65536,2,16,8,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,8,2,overdraw_alu_orthogonal,0,79,0,success,0,
80,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00080.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,8,VisBuf,visibility,resolve,,total,0.16410,0.16448,0.16522,0.16450,0.16413,0.16429,0.16474,0.16502,0.10685,0.10714,0.10774,0.10714,0.10688,0.10701,0.10730,0.10739,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27110,0.27162,0.27248,0.27163,0.27110,0.27136,0.27190,0.27248,65536,2,16,8,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,8,4,overdraw_alu_orthogonal,0,80,0,success,0,
81,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00081.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,12,Forward,forward,,,total,0.53507,0.53594,0.64349,0.53680,0.53517,0.53552,0.53626,0.53661,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.53507,0.53594,0.64349,0.53680,0.53517,0.53552,0.53626,0.53661,65536,2,16,12,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,12,1,overdraw_alu_orthogonal,0,81,0,success,0,
82,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00082.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,12,ForwardPrepass,depth_prepass,forward,,total,0.14608,0.14698,0.14858,0.14697,0.14608,0.14637,0.14758,0.14781,0.25984,0.26042,0.26090,0.26034,0.25990,0.25997,0.26067,0.26086,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.40608,0.40736,0.40883,0.40731,0.40621,0.40666,0.40797,0.40845,65536,2,16,12,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,12,2,overdraw_alu_orthogonal,0,82,0,success,0,
83,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00083.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,12,VisBuf,visibility,resolve,,total,0.16496,0.16534,0.16586,0.16535,0.16496,0.16512,0.16563,0.16582,0.14602,0.14618,0.14646,0.14619,0.14602,0.14608,0.14634,0.14646,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31104,0.31155,0.31229,0.31154,0.31110,0.31126,0.31181,0.31206,65536,2,16,12,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,12,4,overdraw_alu_orthogonal,0,83,0,success,0,
84,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_8x1g6c76\run_00084.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,256,1,1,2,-1,1,1,0.5,16,1,1,256,1,16,Forward,forward,,,total,0.65664,0.65750,0.65898,0.65749,0.65667,0.65690,0.65805,0.65862,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.65664,0.65750,0.65898,0.65749,0.65667,0.65690,0.65805,0.65862,65536,2,16,16,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,256,1,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,16,1,overdraw_alu_orthogonal,0,84,0,success,0,
