frame,total,depth_prepass,forward,index_count
860,0.44288,0.17870,0.25706,9667607.40000
870,0.46847,0.19107,0.27027,10385949.00000
880,0.51184,0.20845,0.29675,10864839.00000
890,0.51693,0.21078,0.29911,10864839.00000
900,0.51803,0.21165,0.29918,10864835.40000
910,0.52260,0.21780,0.29768,10864828.20000
920,0.51026,0.21364,0.28904,10864825.20000
930,0.50876,0.21402,0.28720,10864821.00000
940,0.50935,0.21352,0.28864,10864821.00000
950,0.50784,0.21253,0.28825,10864821.00000
960,0.50918,0.21259,0.28956,10864818.00000
970,0.50942,0.21137,0.29055,10864786.20000
980,0.50643,0.21134,0.28749,10864773.00000
990,0.50546,0.20919,0.28928,10864773.00000
1000,0.50244,0.20652,0.28832,10625328.60000
1010,0.43288,0.17742,0.24844,9667551.00000
1020,0.42732,0.17417,0.24638,9667551.00000
1030,0.42175,0.17158,0.24295,9667551.00000
1040,0.42186,0.17068,0.24407,9667551.00000
1050,0.43493,0.17533,0.25276,10146439.80000
1060,0.49291,0.20310,0.28230,10864773.00000
1070,0.49758,0.20495,0.28533,10864773.00000
1080,0.45004,0.18390,0.25893,10025094.60000
1090,0.39884,0.15626,0.23498,9329834.40000
1100,0.38549,0.14873,0.22963,9156234.00000
1110,0.38226,0.14850,0.22665,9156234.00000
1120,0.37932,0.14829,0.22414,9156234.00000
1130,0.38408,0.15108,0.22651,9153888.00000
1140,0.37840,0.14724,0.22362,8888382.00000
1150,0.30155,0.10292,0.19182,6681090.00000
1160,0.28540,0.10338,0.17446,7146947.40000
1170,0.37962,0.15210,0.22019,9101922.00000
1180,0.37951,0.15142,0.22066,9097980.00000
1190,0.37943,0.15088,0.22120,9099990.00000
1200,0.38012,0.15238,0.22080,9103005.00000
1210,0.38012,0.15252,0.22060,9103881.00000
1220,0.38443,0.15195,0.22528,9103005.00000
1230,0.37770,0.15300,0.21750,9103013.40000
1240,0.37401,0.15318,0.21394,9103039.20000
1250,0.37870,0.15272,0.21884,9100531.50000
1260,0.37786,0.15210,0.21880,9094303.20000
1270,0.38191,0.15208,0.22245,9091825.20000
1280,0.36933,0.14353,0.21848,8847516.90000
1290,0.35344,0.13662,0.20930,8728518.00000
1300,0.35942,0.13161,0.22067,8236771.20000
1310,0.25555,0.08288,0.16557,6191688.00000
1320,0.29331,0.09520,0.19092,6862126.50000
1330,0.24827,0.07684,0.16424,5573805.00000
1340,0.24158,0.07778,0.15590,6060954.00000
1350,0.29573,0.10393,0.18528,6881545.80000
1360,0.42648,0.17000,0.24902,9634320.90000
1370,0.49602,0.21044,0.27801,10864779.00000
1380,0.50471,0.20988,0.28724,10864773.60000
1390,0.51442,0.21139,0.29558,10864773.00000
1400,0.50776,0.21196,0.28856,10864774.80000
1410,0.48681,0.20345,0.27613,10566703.20000
1420,0.46751,0.19547,0.26486,10592118.60000
1430,0.50278,0.21207,0.28360,10864791.00000
1440,0.50122,0.21041,0.28392,10864798.20000
1450,0.50013,0.21035,0.28272,10864803.00000
1460,0.50206,0.21082,0.28400,10864803.00000
1470,0.50501,0.21208,0.28578,10864803.00000
1480,0.50606,0.21288,0.28596,10864807.80000
1490,0.50923,0.21466,0.28763,10864813.20000
1500,0.51484,0.21700,0.29077,10864818.60000
1510,0.52112,0.21993,0.29428,10864824.00000
1520,0.52445,0.22168,0.29575,10864827.00000
1530,0.51513,0.21788,0.29013,10864822.20000
1540,0.50702,0.21472,0.28541,10864824.00000
1550,0.51055,0.21661,0.28685,10864827.00000
1560,0.51185,0.21802,0.28660,10864828.20000
1570,0.51407,0.22047,0.28662,10869039.60000
1580,0.52046,0.22427,0.28883,10951032.60000
1590,0.52557,0.22789,0.29018,10974487.80000
1600,0.52493,0.22758,0.29019,10974497.40000
1610,0.52322,0.22698,0.28925,10974504.00000
1620,0.52050,0.22711,0.28636,10974501.00000
1630,0.51602,0.22750,0.28135,10974495.00000
1640,0.51568,0.22797,0.28046,10974492.00000
1650,0.51382,0.22874,0.27790,10974492.00000
1660,0.51369,0.22954,0.27669,10974493.80000
1670,0.51252,0.23034,0.27526,10974916.20000
1680,0.51470,0.23072,0.27681,11108102.10000
1690,0.51945,0.23099,0.28140,11241013.20000
1700,0.51922,0.23308,0.27902,11241018.60000
1710,0.51918,0.23406,0.27798,11241024.00000
1720,0.52067,0.23567,0.27792,11241025.80000
1730,0.51730,0.23401,0.27619,11241037.20000
1740,0.51245,0.23004,0.27536,11241052.20000
1750,0.50972,0.22929,0.27333,11241054.00000
1760,0.50992,0.22939,0.27308,11241054.00000
1770,0.51114,0.23170,0.27254,11241054.00000
1780,0.51552,0.23533,0.27342,11241054.00000
1790,0.51727,0.23676,0.27373,11241054.00000
1800,0.51724,0.23711,0.27318,11241054.00000
1810,0.51847,0.23726,0.27408,11241049.80000
1820,0.51827,0.23733,0.27400,11241039.60000
1830,0.51836,0.23719,0.27415,11241032.40000
1840,0.51938,0.23709,0.27536,11241024.00000
1850,0.51921,0.23695,0.27497,11241018.00000
1860,0.52000,0.23739,0.27550,11241019.80000
1870,0.51973,0.23685,0.27557,11241019.80000
1880,0.52043,0.23697,0.27645,11241012.60000
1890,0.52131,0.23695,0.27721,11241006.00000
1900,0.52214,0.23681,0.27798,11241003.00000
1910,0.52180,0.23666,0.27788,11240994.00000
1920,0.52111,0.23678,0.27740,11240985.60000
1930,0.52463,0.23691,0.27977,11240971.20000
1940,0.52556,0.23632,0.28204,11240961.00000
1950,0.52613,0.23585,0.28346,11240949.00000
1960,0.52907,0.23570,0.28656,11240934.60000
1970,0.52902,0.23346,0.28809,11240930.40000
1980,0.52872,0.23115,0.28964,11161169.70000
1990,0.51372,0.22301,0.28306,10974408.00000
2000,0.50825,0.21845,0.28240,10974408.00000
2010,0.51432,0.21996,0.28585,10974408.00000
2020,0.51358,0.21852,0.28759,10974408.00000
2030,0.51434,0.21848,0.28871,10974408.00000
2040,0.51138,0.21667,0.28708,10973341.80000
2050,0.51381,0.21761,0.28910,10972275.60000
2060,0.52380,0.22226,0.29372,10974408.00000
2070,0.51896,0.21911,0.29247,10846963.80000
2080,0.47693,0.20073,0.26890,10364410.50000
2090,0.43696,0.18334,0.24618,10054158.00000
2100,0.43387,0.18230,0.24418,10013727.00000
2110,0.45518,0.19172,0.25635,10195232.40000
2120,0.49276,0.20896,0.27650,10491190.80000
2130,0.49610,0.20870,0.28016,10491226.80000
2140,0.50776,0.21089,0.28950,10606616.40000
2150,0.51127,0.21390,0.29016,10839546.30000
2160,0.48141,0.20356,0.27012,10082360.10000
2170,0.30117,0.10850,0.18604,7223112.00000
2180,0.27836,0.09800,0.17366,6549874.20000
2190,0.26524,0.09081,0.16762,6266152.50000
2200,0.21737,0.07561,0.13489,5132634.90000
2210,0.14922,0.05235,0.08992,3836330.40000
2220,0.13760,0.04950,0.08123,3796645.80000
2230,0.11144,0.03994,0.06430,2713873.80000
2240,0.05360,0.01649,0.02999,1232427.90000
2250,0.02844,0.00735,0.01418,384978.60000
2260,0.02596,0.00610,0.01295,521978.40000
2270,0.10236,0.03620,0.05920,2713873.80000
2280,0.05827,0.01690,0.03360,1252506.00000
2290,0.05929,0.01622,0.03592,1252506.00000
2300,0.02008,0.00398,0.00908,130779.00000
2310,0.01394,0.00214,0.00497,0.00000
2320,0.01404,0.00215,0.00497,0.00000
2330,0.01404,0.00214,0.00496,0.00000
2340,0.01397,0.00196,0.00496,0.00000
2350,0.01409,0.00199,0.00497,0.00000
2360,0.01414,0.00219,0.00497,0.00000
2370,0.01445,0.00215,0.00498,0.00000
2380,0.01477,0.00225,0.00496,0.00000
2390,0.01438,0.00217,0.00503,0.00000
