frame,total,forward,index_count
0,0.21333,0.20952,6388479.00000
10,0.21600,0.21176,6388479.00000
20,0.21778,0.21372,6388479.00000
30,0.22179,0.21799,6388479.00000
40,0.22525,0.22126,6388479.00000
50,0.25781,0.25381,7620873.90000
60,0.27651,0.27230,7933098.00000
70,0.27654,0.27242,7933098.00000
80,0.27392,0.26977,7933098.00000
90,0.27590,0.27169,7933098.00000
100,0.29202,0.28746,7778540.10000
110,0.25040,0.24642,6388359.00000
120,0.24677,0.24282,6388359.00000
130,0.24312,0.23933,6328608.30000
140,0.23548,0.23152,6278724.00000
150,0.23808,0.23415,6278724.00000
160,0.24233,0.23847,6344505.00000
170,0.24371,0.23950,6548192.40000
180,0.24483,0.24078,6654137.70000
190,0.24807,0.24420,6649594.80000
200,0.24952,0.24574,6279649.20000
210,0.25443,0.25056,6153959.40000
220,0.25584,0.25196,5654925.00000
230,0.24743,0.24345,5715609.00000
240,0.27042,0.26650,6556806.00000
250,0.25675,0.25270,6632634.60000
260,0.25728,0.25327,6632607.00000
270,0.26374,0.25960,6632600.40000
280,0.26258,0.25866,6632592.60000
290,0.26578,0.26182,6632589.00000
300,0.26165,0.25783,6086332.20000
310,0.25216,0.24822,5774538.60000
320,0.25214,0.24828,5711706.00000
330,0.25310,0.24926,5522449.20000
340,0.25036,0.24656,5438616.30000
350,0.23761,0.23358,5419182.00000
360,0.23244,0.22847,5369350.80000
370,0.22269,0.21878,4967546.10000
380,0.20796,0.20408,4898302.80000
390,0.20312,0.19909,4809108.60000
400,0.20838,0.20453,4843965.00000
410,0.20864,0.20476,4857206.70000
420,0.21510,0.21126,4924218.00000
430,0.21050,0.20666,4921590.00000
440,0.19588,0.19186,4919838.00000
450,0.18874,0.18491,4918621.20000
460,0.18748,0.18366,4915782.00000
470,0.18416,0.18026,4915782.00000
480,0.19048,0.18668,4724589.90000
490,0.16950,0.16557,4350555.00000
500,0.18643,0.18246,4561743.60000
510,0.17294,0.16874,4649973.00000
520,0.17150,0.16744,4649973.00000
530,0.17128,0.16741,4649973.00000
540,0.17155,0.16776,4649973.00000
550,0.18799,0.18410,4889201.10000
560,0.19890,0.19477,4808830.80000
570,0.19610,0.19198,4297629.90000
580,0.18857,0.18476,3585789.60000
590,0.20537,0.20150,5050871.70000
600,0.27602,0.27212,7428586.80000
610,0.32415,0.31970,9154439.10000
620,0.34040,0.33584,9521362.20000
630,0.33265,0.32779,9517167.00000
640,0.32561,0.32123,9459631.80000
650,0.33233,0.32795,9421272.60000
660,0.36259,0.35801,10768835.40000
670,0.36577,0.36092,10858999.20000
680,0.36624,0.36161,10858885.50000
690,0.36168,0.35723,10855368.00000
700,0.36357,0.35899,10855368.00000
710,0.37088,0.36621,10855368.00000
720,0.35668,0.35214,10673067.00000
730,0.35545,0.35056,10593060.00000
740,0.35124,0.34634,10404744.00000
750,0.35371,0.34906,10279200.00000
760,0.36818,0.36324,10437937.50000
770,0.37694,0.37236,10766673.60000
780,0.38008,0.37524,10864798.80000
790,0.35710,0.35257,9787313.40000
800,0.35736,0.35265,9664446.60000
810,0.35880,0.35452,9667598.40000
820,0.35916,0.35490,9667593.00000
830,0.36883,0.36457,9667602.00000
840,0.37800,0.37353,9667602.60000
850,0.39274,0.38855,9667603.20000
860,0.39798,0.39361,9667607.40000
870,0.39991,0.39546,10385949.00000
880,0.45600,0.45132,10864839.00000
890,0.46229,0.45805,10864839.00000
900,0.47192,0.46711,10864835.40000
910,0.47409,0.46962,10864828.20000
920,0.44646,0.44226,10864825.20000
930,0.44154,0.43722,10864821.00000
940,0.44704,0.44207,10864821.00000
950,0.44518,0.44060,10864821.00000
960,0.44960,0.44524,10864818.00000
970,0.44246,0.43814,10864786.20000
980,0.44018,0.43546,10864773.00000
990,0.44281,0.43808,10864773.00000
1000,0.44336,0.43884,10625328.60000
1010,0.39929,0.39480,9667551.00000
1020,0.38884,0.38418,9667551.00000
1030,0.37694,0.37243,9667551.00000
1040,0.37025,0.36584,9667551.00000
1050,0.36264,0.35795,10146439.80000
1060,0.38441,0.37984,10864773.00000
1070,0.38980,0.38534,10864773.00000
1080,0.37094,0.36652,10025094.60000
1090,0.36489,0.36027,9329834.40000
1100,0.35852,0.35402,9156234.00000
1110,0.36555,0.36111,9156234.00000
1120,0.37246,0.36770,9156234.00000
1130,0.38610,0.38154,9153888.00000
1140,0.38103,0.37658,8888382.00000
1150,0.31656,0.31270,6681090.00000
1160,0.30477,0.30082,7146947.40000
1170,0.37145,0.36697,9101922.00000
1180,0.36630,0.36211,9097980.00000
1190,0.36412,0.35964,9099990.00000
1200,0.38532,0.38097,9103005.00000
1210,0.38584,0.38114,9103881.00000
1220,0.37787,0.37346,9103005.00000
1230,0.36754,0.36319,9103013.40000
1240,0.36892,0.36446,9103039.20000
1250,0.37736,0.37311,9100531.50000
1260,0.35202,0.34765,9094303.20000
1270,0.36068,0.35617,9091825.20000
1280,0.36072,0.35636,8847516.90000
1290,0.35086,0.34652,8728518.00000
1300,0.32608,0.32153,8236771.20000
1310,0.28908,0.28504,6191688.00000
1320,0.32634,0.32220,6862126.50000
1330,0.29876,0.29498,5573805.00000
1340,0.31544,0.31156,6060954.00000
1350,0.33779,0.33364,6881545.80000
1360,0.44026,0.43540,9634320.90000
1370,0.44429,0.43959,10864779.00000
1380,0.44384,0.43889,10864773.60000
1390,0.45319,0.44873,10864773.00000
1400,0.44739,0.44278,10864774.80000
1410,0.43545,0.43076,10566703.20000
1420,0.41167,0.40698,10592118.60000
1430,0.43066,0.42608,10864791.00000
1440,0.42813,0.42350,10864798.20000
1450,0.42167,0.41710,10864803.00000
1460,0.42195,0.41701,10864803.00000
1470,0.42451,0.41968,10864803.00000
1480,0.42846,0.42390,10864807.80000
1490,0.43319,0.42850,10864813.20000
1500,0.43804,0.43345,10864818.60000
1510,0.44488,0.44011,10864824.00000
1520,0.44213,0.43758,10864827.00000
1530,0.42430,0.42004,10864822.20000
1540,0.40920,0.40472,10864824.00000
1550,0.40967,0.40513,10864827.00000
1560,0.40273,0.39805,10864828.20000
1570,0.39631,0.39198,10869039.60000
1580,0.39286,0.38847,10951032.60000
1590,0.38721,0.38268,10974487.80000
1600,0.38087,0.37611,10974497.40000
1610,0.37192,0.36762,10974504.00000
1620,0.36213,0.35736,10974501.00000
1630,0.35318,0.34872,10974495.00000
1640,0.34612,0.34169,10974492.00000
1650,0.34269,0.33827,10974492.00000
1660,0.33901,0.33466,10974493.80000
1670,0.33727,0.33244,10974916.20000
1680,0.33880,0.33436,11108102.10000
1690,0.33694,0.33272,11241013.20000
1700,0.33302,0.32856,11241018.60000
1710,0.32816,0.32381,11241024.00000
1720,0.32472,0.32049,11241025.80000
1730,0.32245,0.31795,11241037.20000
1740,0.31794,0.31363,11241052.20000
1750,0.31488,0.31043,11241054.00000
1760,0.31030,0.30602,11241054.00000
1770,0.30882,0.30452,11241054.00000
1780,0.30840,0.30410,11241054.00000
1790,0.30746,0.30314,11241054.00000
1800,0.30788,0.30325,11241054.00000
1810,0.30744,0.30327,11241049.80000
1820,0.30783,0.30357,11241039.60000
1830,0.31012,0.30561,11241032.40000
1840,0.31047,0.30617,11241024.00000
1850,0.31190,0.30756,11241018.00000
1860,0.31571,0.31141,11241019.80000
1870,0.31741,0.31310,11241019.80000
1880,0.32182,0.31745,11241012.60000
1890,0.32736,0.32292,11241006.00000
1900,0.33258,0.32801,11241003.00000
1910,0.33739,0.33289,11240994.00000
1920,0.34340,0.33852,11240985.60000
1930,0.34916,0.34496,11240971.20000
1940,0.35657,0.35216,11240961.00000
1950,0.36264,0.35842,11240949.00000
1960,0.36770,0.36344,11240934.60000
1970,0.37388,0.36947,11240930.40000
1980,0.38311,0.37855,11161169.70000
1990,0.37786,0.37326,10974408.00000
2000,0.38264,0.37755,10974408.00000
2010,0.38814,0.38306,10974408.00000
2020,0.39995,0.39549,10974408.00000
2030,0.40501,0.40073,10974408.00000
2040,0.39884,0.39417,10973341.80000
2050,0.40144,0.39694,10972275.60000
2060,0.42141,0.41702,10974408.00000
2070,0.42698,0.42240,10846963.80000
2080,0.39468,0.39030,10364410.50000
2090,0.37198,0.36754,10054158.00000
2100,0.38235,0.37818,10013727.00000
2110,0.39600,0.39154,10195232.40000
2120,0.42224,0.41758,10491190.80000
2130,0.43620,0.43188,10491226.80000
2140,0.45277,0.44818,10606616.40000
2150,0.44748,0.44291,10839546.30000
2160,0.42036,0.41604,10082360.10000
2170,0.32049,0.31640,7223112.00000
2180,0.31822,0.31380,6549874.20000
2190,0.31637,0.31199,6266152.50000
2200,0.24062,0.23681,5132634.90000
2210,0.14883,0.14502,3836330.40000
2220,0.10520,0.10143,3796645.80000
2230,0.07205,0.06800,2713873.80000
2240,0.03481,0.03084,1232427.90000
2250,0.01890,0.01496,384978.60000
2260,0.01826,0.01434,521978.40000
2270,0.06954,0.06570,2713873.80000
2280,0.03932,0.03539,1252506.00000
2290,0.03633,0.03242,1252506.00000
2300,0.01361,0.00972,130779.00000
2310,0.01023,0.00632,0.00000
2320,0.01024,0.00620,0.00000
2330,0.01038,0.00630,0.00000
2340,0.01046,0.00632,0.00000
2350,0.01036,0.00626,0.00000
2360,0.01015,0.00617,0.00000
2370,0.01034,0.00638,0.00000
2380,0.01029,0.00616,0.00000
2390,0.01022,0.00616,0.00000
