frame,total,forward,index_count
0,0.27851,0.27434,6388479.00000
10,0.28516,0.28110,6388479.00000
20,0.29337,0.28952,6388479.00000
30,0.29893,0.29513,6388479.00000
40,0.29928,0.29539,6388479.00000
50,0.33594,0.33219,7620873.90000
60,0.37035,0.36619,7933098.00000
70,0.37607,0.37166,7933098.00000
80,0.37820,0.37362,7933098.00000
90,0.38062,0.37604,7933098.00000
100,0.39822,0.39394,7778540.10000
110,0.35489,0.35110,6388359.00000
120,0.33062,0.32653,6388359.00000
130,0.33350,0.32943,6328608.30000
140,0.32890,0.32517,6278724.00000
150,0.32319,0.31912,6278724.00000
160,0.32382,0.31986,6344505.00000
170,0.33167,0.32743,6548192.40000
180,0.32123,0.31744,6654137.70000
190,0.33796,0.33330,6649594.80000
200,0.35745,0.35317,6279649.20000
210,0.33736,0.33332,6153959.40000
220,0.34585,0.34168,5654925.00000
230,0.34040,0.33655,5715609.00000
240,0.35491,0.35085,6556806.00000
250,0.33612,0.33216,6632634.60000
260,0.34970,0.34580,6632607.00000
270,0.35706,0.35287,6632600.40000
280,0.36813,0.36396,6632592.60000
290,0.35402,0.34989,6632589.00000
300,0.35052,0.34662,6086332.20000
310,0.33815,0.33428,5774538.60000
320,0.34589,0.34141,5711706.00000
330,0.35036,0.34638,5522449.20000
340,0.34588,0.34212,5438616.30000
350,0.32959,0.32568,5419182.00000
360,0.31565,0.31174,5369350.80000
370,0.30038,0.29657,4967546.10000
380,0.28852,0.28457,4898302.80000
390,0.27206,0.26816,4809108.60000
400,0.28170,0.27765,4843965.00000
410,0.28908,0.28292,4857206.70000
420,0.30372,0.30009,4924218.00000
430,0.29918,0.29522,4921590.00000
440,0.26517,0.26110,4919838.00000
450,0.27101,0.26708,4918621.20000
460,0.25436,0.25037,4915782.00000
470,0.24658,0.24254,4915782.00000
480,0.26006,0.25608,4724589.90000
490,0.22169,0.21782,4350555.00000
500,0.24785,0.24390,4561743.60000
510,0.22967,0.22590,4649973.00000
520,0.22877,0.22489,4649973.00000
530,0.22874,0.22489,4649973.00000
540,0.23305,0.22931,4649973.00000
550,0.25543,0.25150,4889201.10000
560,0.26594,0.26196,4808830.80000
570,0.26083,0.25699,4297629.90000
580,0.26132,0.25748,3585789.60000
590,0.27717,0.27326,5050871.70000
600,0.37465,0.37064,7428586.80000
610,0.40995,0.40550,9154439.10000
620,0.43702,0.43258,9521362.20000
630,0.43006,0.42550,9517167.00000
640,0.42809,0.42358,9459631.80000
650,0.42962,0.42523,9421272.60000
660,0.46647,0.46200,10768835.40000
670,0.46854,0.46409,10858999.20000
680,0.46478,0.46029,10858885.50000
690,0.45968,0.45525,10855368.00000
700,0.46318,0.45876,10855368.00000
710,0.47442,0.46980,10855368.00000
720,0.45702,0.45275,10673067.00000
730,0.44614,0.44148,10593060.00000
740,0.44015,0.43571,10404744.00000
750,0.44457,0.43991,10279200.00000
760,0.46838,0.46409,10437937.50000
770,0.47842,0.47368,10766673.60000
780,0.48603,0.48167,10864798.80000
790,0.46397,0.45944,9787313.40000
800,0.47368,0.46920,9664446.60000
810,0.47667,0.47229,9667598.40000
820,0.48216,0.47784,9667593.00000
830,0.49866,0.49436,9667602.00000
840,0.50974,0.50554,9667602.60000
850,0.53478,0.53054,9667603.20000
860,0.53762,0.53333,9667607.40000
870,0.52658,0.52225,10385949.00000
880,0.60521,0.60100,10864839.00000
890,0.61938,0.61476,10864839.00000
900,0.63624,0.63192,10864835.40000
910,0.64395,0.63958,10864828.20000
920,0.60393,0.59953,10864825.20000
930,0.59623,0.59173,10864821.00000
940,0.59984,0.59557,10864821.00000
950,0.60644,0.60217,10864821.00000
960,0.60615,0.60178,10864818.00000
970,0.59542,0.59116,10864786.20000
980,0.58856,0.58411,10864773.00000
990,0.59246,0.58808,10864773.00000
1000,0.58675,0.58216,10625328.60000
1010,0.54554,0.54090,9667551.00000
1020,0.52160,0.51712,9667551.00000
1030,0.50954,0.50510,9667551.00000
1040,0.49064,0.48624,9667551.00000
1050,0.47261,0.46781,10146439.80000
1060,0.49711,0.49267,10864773.00000
1070,0.50736,0.50302,10864773.00000
1080,0.49094,0.48644,10025094.60000
1090,0.47968,0.47510,9329834.40000
1100,0.47927,0.47458,9156234.00000
1110,0.49394,0.48957,9156234.00000
1120,0.51276,0.50816,9156234.00000
1130,0.54003,0.53561,9153888.00000
1140,0.50000,0.49574,8888382.00000
1150,0.43533,0.43115,6681090.00000
1160,0.44472,0.44039,7146947.40000
1170,0.50446,0.49994,9101922.00000
1180,0.50468,0.50028,9097980.00000
1190,0.48798,0.48363,9099990.00000
1200,0.51316,0.50875,9103005.00000
1210,0.51245,0.50804,9103881.00000
1220,0.51125,0.50686,9103005.00000
1230,0.51094,0.50634,9103013.40000
1240,0.51129,0.50706,9103039.20000
1250,0.50972,0.50543,9100531.50000
1260,0.48102,0.47651,9094303.20000
1270,0.51472,0.51024,9091825.20000
1280,0.53782,0.53306,8847516.90000
1290,0.46540,0.46100,8728518.00000
1300,0.44320,0.43886,8236771.20000
1310,0.40184,0.39807,6191688.00000
1320,0.45329,0.44949,6862126.50000
1330,0.41961,0.41587,5573805.00000
1340,0.44568,0.44182,6060954.00000
1350,0.47724,0.47353,6881545.80000
1360,0.62151,0.61712,9634320.90000
1370,0.60875,0.60430,10864779.00000
1380,0.60169,0.59746,10864773.60000
1390,0.61430,0.60975,10864773.00000
1400,0.61806,0.61372,10864774.80000
1410,0.60302,0.59841,10566703.20000
1420,0.54568,0.54140,10592118.60000
1430,0.59417,0.58980,10864791.00000
1440,0.57243,0.56804,10864798.20000
1450,0.56499,0.56069,10864803.00000
1460,0.56806,0.56367,10864803.00000
1470,0.56195,0.55774,10864803.00000
1480,0.57150,0.56721,10864807.80000
1490,0.57822,0.57388,10864813.20000
1500,0.58570,0.58082,10864818.60000
1510,0.59583,0.59135,10864824.00000
1520,0.58614,0.58182,10864827.00000
1530,0.55824,0.55397,10864822.20000
1540,0.53089,0.52648,10864824.00000
1550,0.52334,0.51887,10864827.00000
1560,0.51834,0.51369,10864828.20000
1570,0.50627,0.50214,10869039.60000
1580,0.49344,0.48928,10951032.60000
1590,0.48658,0.48204,10974487.80000
1600,0.47350,0.46910,10974497.40000
1610,0.46101,0.45680,10974504.00000
1620,0.43998,0.43579,10974501.00000
1630,0.43048,0.42625,10974495.00000
1640,0.41740,0.41269,10974492.00000
1650,0.41081,0.40657,10974492.00000
1660,0.40750,0.40279,10974493.80000
1670,0.40507,0.40052,10974916.20000
1680,0.40012,0.39566,11108102.10000
1690,0.39462,0.39008,11241013.20000
1700,0.38955,0.38504,11241018.60000
1710,0.37888,0.37460,11241024.00000
1720,0.37655,0.37193,11241025.80000
1730,0.37019,0.36578,11241037.20000
1740,0.36342,0.35918,11241052.20000
1750,0.35528,0.35092,11241054.00000
1760,0.34758,0.34322,11241054.00000
1770,0.34246,0.33806,11241054.00000
1780,0.34106,0.33632,11241054.00000
1790,0.33966,0.33494,11241054.00000
1800,0.33854,0.33429,11241054.00000
1810,0.33886,0.33450,11241049.80000
1820,0.33968,0.33545,11241039.60000
1830,0.34494,0.34033,11241032.40000
1840,0.34890,0.34409,11241024.00000
1850,0.35168,0.34722,11241018.00000
1860,0.36249,0.35795,11241019.80000
1870,0.36893,0.36462,11241019.80000
1880,0.37668,0.37217,11241012.60000
1890,0.39197,0.38766,11241006.00000
1900,0.39818,0.39353,11241003.00000
1910,0.40150,0.39710,11240994.00000
1920,0.41452,0.41007,11240985.60000
1930,0.42308,0.41882,11240971.20000
1940,0.43459,0.43040,11240961.00000
1950,0.44233,0.43812,11240949.00000
1960,0.45031,0.44601,11240934.60000
1970,0.45906,0.45485,11240930.40000
1980,0.47735,0.47312,11161169.70000
1990,0.47640,0.47191,10974408.00000
2000,0.47845,0.47396,10974408.00000
2010,0.49390,0.48946,10974408.00000
2020,0.51073,0.50641,10974408.00000
2030,0.51269,0.50831,10974408.00000
2040,0.51632,0.51202,10973341.80000
2050,0.51557,0.51118,10972275.60000
2060,0.54694,0.54251,10974408.00000
2070,0.56476,0.56016,10846963.80000
2080,0.51465,0.50992,10364410.50000
2090,0.49027,0.48566,10054158.00000
2100,0.49852,0.49397,10013727.00000
2110,0.52662,0.52161,10195232.40000
2120,0.56401,0.55960,10491190.80000
2130,0.58868,0.58388,10491226.80000
2140,0.61848,0.61393,10606616.40000
2150,0.60007,0.59534,10839546.30000
2160,0.57737,0.57276,10082360.10000
2170,0.43663,0.43238,7223112.00000
2180,0.44277,0.43868,6549874.20000
2190,0.45584,0.45156,6266152.50000
2200,0.33208,0.32782,5132634.90000
2210,0.19387,0.19015,3836330.40000
2220,0.12384,0.11986,3796645.80000
2230,0.07774,0.07384,2713873.80000
2240,0.03674,0.03306,1232427.90000
2250,0.01925,0.01539,384978.60000
2260,0.02127,0.01741,521978.40000
2270,0.08344,0.07942,2713873.80000
2280,0.04930,0.04541,1252506.00000
2290,0.04386,0.03998,1252506.00000
2300,0.01454,0.01053,130779.00000
2310,0.01003,0.00592,0.00000
2320,0.00972,0.00586,0.00000
2330,0.01024,0.00628,0.00000
2340,0.01017,0.00627,0.00000
2350,0.01033,0.00626,0.00000
2360,0.01007,0.00613,0.00000
2370,0.00994,0.00587,0.00000
2380,0.00975,0.00586,0.00000
2390,0.00991,0.00586,0.00000
