frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,0.21272,0.08615,0.10422,0.00482,0.00342,5571734.60000
60,0.20238,0.08112,0.09964,0.00467,0.00329,5087917.35000
120,0.17974,0.07021,0.08938,0.00455,0.00296,4306217.95000
180,1.19727,0.53898,0.63485,0.00556,0.00342,25483426.25000
240,1.44108,0.65558,0.75673,0.00579,0.00344,29942091.00000
300,1.41707,0.64456,0.74847,0.00579,0.00345,29637854.50000
360,1.30354,0.58379,0.69621,0.00583,0.00344,27564273.70000
420,1.31827,0.58510,0.70739,0.00596,0.00346,28511524.00000
480,1.26921,0.56007,0.68498,0.00593,0.00344,27896469.80000
540,1.29995,0.57004,0.70646,0.00589,0.00343,27804299.85000
600,1.09334,0.46925,0.60003,0.00593,0.00346,24096806.70000
660,0.96464,0.41218,0.52919,0.00574,0.00344,21624171.85000
720,0.56830,0.23284,0.31191,0.00557,0.00346,13165119.05000
780,0.30621,0.11876,0.16493,0.00492,0.00346,7143579.70000
840,0.34248,0.13934,0.18020,0.00520,0.00347,7975148.70000
900,0.58503,0.25241,0.30867,0.00557,0.00344,13502379.35000
960,0.34234,0.14272,0.17703,0.00497,0.00345,8393546.05000
1020,0.23863,0.09830,0.11791,0.00478,0.00345,6146980.55000
1080,0.35370,0.15003,0.18105,0.00500,0.00347,8854916.20000
1140,0.33591,0.13907,0.17436,0.00508,0.00344,7892153.65000
1200,0.20650,0.08338,0.10075,0.00483,0.00342,5427308.65000
1260,0.66824,0.27606,0.36852,0.00562,0.00350,15451999.00000
1320,0.67844,0.27935,0.37604,0.00573,0.00345,15191734.00000
1380,0.36914,0.14969,0.19573,0.00507,0.00347,8526090.60000
1440,0.17063,0.06949,0.07993,0.00457,0.00342,4627918.50000
1500,0.05876,0.01868,0.02098,0.00427,0.00268,1221133.20000
1560,0.02799,0.00333,0.00486,0.00430,0.00265,2937.30000
1620,0.37536,0.15647,0.19668,0.00506,0.00306,8784447.30000
1680,1.06310,0.46135,0.57809,0.00586,0.00347,24027453.75000
1740,0.73159,0.30375,0.40465,0.00571,0.00351,16690997.60000
1800,0.38549,0.15011,0.21288,0.00530,0.00345,9401479.95000
1860,0.54415,0.22107,0.30004,0.00527,0.00349,12791880.35000
1920,0.51778,0.20810,0.28726,0.00521,0.00351,12057396.90000
1980,0.74386,0.30727,0.41328,0.00571,0.00346,16971321.70000
2040,0.85298,0.35212,0.47593,0.00592,0.00346,18275703.90000
2100,0.63111,0.26637,0.34175,0.00562,0.00346,14724372.75000
2160,0.89828,0.37886,0.49475,0.00587,0.00350,19520227.45000
2220,0.82590,0.34298,0.45523,0.00607,0.00350,17947662.10000
2280,1.10742,0.47890,0.60301,0.00592,0.00350,23548176.20000
2340,1.18286,0.51934,0.63951,0.00591,0.00349,25137229.55000
2400,1.03511,0.44651,0.56277,0.00580,0.00342,22711593.65000
2460,0.75904,0.32199,0.41311,0.00568,0.00346,16686160.80000
2520,0.60712,0.25896,0.32516,0.00552,0.00345,13570170.60000
2580,0.53463,0.22654,0.28567,0.00540,0.00347,12228395.40000
2640,0.63713,0.27312,0.34090,0.00549,0.00345,14740143.00000
