run-id,run-name,run-current-time,output-filepath,renderer-variant,renderer-variant-name,variable,to-use-scene,scene-path,warmup-frames,measure-frames,auto-terminate,window-width,window-height,seed,camera-pos-x,camera-pos-y,camera-pos-z,camera-lookat-x,camera-lookat-y,camera-lookat-z,camera-near-z,camera-far-z,camera-fov,object-count,material-count,geometry-count,overdraw-count,z-min,z-max,xy-minmax,radius,geometry-div,gbuffer-cnt,texture-count,texture-size,texture-sampling-count,alu-calc-count,renderer_name,pass_name_0,pass_name_1,pass_name_2,pass_name_3,pass_0_time_min_ms,pass_0_time_median_ms,pass_0_time_max_ms,pass_0_time_avg_ms,pass_0_time_p01_ms,pass_0_time_p10_ms,pass_0_time_p90_ms,pass_0_time_p99_ms,pass_1_time_min_ms,pass_1_time_median_ms,pass_1_time_max_ms,pass_1_time_avg_ms,pass_1_time_p01_ms,pass_1_time_p10_ms,pass_1_time_p90_ms,pass_1_time_p99_ms,pass_2_time_min_ms,pass_2_time_median_ms,pass_2_time_max_ms,pass_2_time_avg_ms,pass_2_time_p01_ms,pass_2_time_p10_ms,pass_2_time_p90_ms,pass_2_time_p99_ms,pass_3_time_min_ms,pass_3_time_median_ms,pass_3_time_max_ms,pass_3_time_avg_ms,pass_3_time_p01_ms,pass_3_time_p10_ms,pass_3_time_p90_ms,pass_3_time_p99_ms,variable-geometry-count,variable-overdraw-count,variable-waste-quad-count,variable-alu-op-count,param_run_id,param_run_name,param_run_current_time,param_output_filepath,param_renderer_variant_name,param_variable,param_to_use_scene,param_scene_path,param_warmup_frames,param_measure_frames,param_auto_terminate,param_window_width,param_window_height,param_seed,param_camera_pos_x,param_camera_pos_y,param_camera_pos_z,param_camera_lookat_x,param_camera_lookat_y,param_camera_lookat_z,param_camera_near_z,param_camera_far_z,param_camera_fov,param_geometry_count,param_z_min,param_z_max,param_xy_minmax,param_radius,param_geometry_div,param_gbuffer_cnt,param_texture_count,param_texture_size,param_texture_sampling_count,param_alu_calc_count,param_overdraw_count,param_renderer_variant,runner_experiment,runner_repeat,runner_run_index,runner_result_row,runner_status,runner_return_code,runner_error
20,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_yxi18ypg\run_00020.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1,1,1,0,-1,1,1,0.5,16,1,1,256,1,16,VisBuf,visibility,resolve,,total,0.01222,0.01248,0.01296,0.01253,0.01226,0.01232,0.01283,0.01296,0.18784,0.18813,0.18851,0.18814,0.18787,0.18794,0.18838,0.18851,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.20022,0.20061,0.20134,0.20067,0.20026,0.20042,0.20106,0.20131,256,0,16,16,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,16,0,4,overdraw_alu_orthogonal,0,20,0,success,0,
21,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_yxi18ypg\run_00021.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1,1,1,0,-1,1,1,0.5,16,1,1,256,1,24,Forward,forward,,,total,0.27024,0.27107,0.27267,0.27127,0.27046,0.27062,0.27226,0.27261,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27024,0.27107,0.27267,0.27127,0.27046,0.27062,0.27226,0.27261,256,0,16,24,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,24,0,1,overdraw_alu_orthogonal,0,21,0,success,0,
22,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_yxi18ypg\run_00022.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1,1,1,0,-1,1,1,0.5,16,1,1,256,1,24,ForwardPrepass,depth_prepass,forward,,total,0.00387,0.00432,0.53930,0.00877,0.00390,0.00400,0.00461,0.00474,0.26838,0.26870,0.27043,0.26883,0.26842,0.26854,0.26976,0.26992,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27238,0.27306,0.80870,0.27760,0.27242,0.27267,0.27402,0.27498,256,0,16,24,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,24,0,2,overdraw_alu_orthogonal,0,22,0,success,0,
23,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_yxi18ypg\run_00023.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1,1,1,0,-1,1,1,0.5,16,1,1,256,1,24,VisBuf,visibility,resolve,,total,0.01219,0.01251,0.01312,0.01255,0.01222,0.01235,0.01280,0.01299,0.26675,0.26730,0.26778,0.26732,0.26707,0.26720,0.26749,0.26774,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27914,0.27984,0.28048,0.27987,0.27942,0.27962,0.28019,0.28038,256,0,16,24,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,24,0,4,overdraw_alu_orthogonal,0,23,0,success,0,
24,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_yxi18ypg\run_00024.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1,1,1,0,-1,1,1,0.5,16,1,1,256,1,32,Forward,forward,,,total,0.35491,0.35568,0.36707,0.35621,0.35498,0.35514,0.35731,0.36643,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35491,0.35568,0.36707,0.35621,0.35498,0.35514,0.35731,0.36643,256,0,16,32,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,32,0,1,overdraw_alu_orthogonal,0,24,0,success,0,
25,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_yxi18ypg\run_00025.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1,1,1,0,-1,1,1,0.5,16,1,1,256,1,32,ForwardPrepass,depth_prepass,forward,,total,0.00387,0.00419,0.00474,0.00422,0.00390,0.00397,0.00451,0.00470,0.35286,0.35322,0.35504,0.35346,0.35286,0.35299,0.35485,0.35501,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35686,0.35744,0.35949,0.35767,0.35696,0.35709,0.35894,0.35949,256,0,16,32,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,32,0,2,overdraw_alu_orthogonal,0,25,0,success,0,
26,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_yxi18ypg\run_00026.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1,1,1,0,-1,1,1,0.5,16,1,1,256,1,32,VisBuf,visibility,resolve,,total,0.01226,0.01251,0.01299,0.01254,0.01226,0.01229,0.01280,0.01293,0.33795,0.33834,0.34672,0.34131,0.33798,0.33808,0.34653,0.34669,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35027,0.35094,0.35955,0.35385,0.35027,0.35043,0.35920,0.35946,256,0,16,32,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,32,0,4,overdraw_alu_orthogonal,0,26,0,success,0,
27,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_yxi18ypg\run_00027.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1,1,1,0,-1,1,1,0.5,16,1,1,256,1,48,Forward,forward,,,total,0.52387,0.52442,0.52739,0.52499,0.52390,0.52403,0.52701,0.52723,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.52387,0.52442,0.52739,0.52499,0.52390,0.52403,0.52701,0.52723,256,0,16,48,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,48,0,1,overdraw_alu_orthogonal,0,27,0,success,0,
28,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_yxi18ypg\run_00028.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1,1,1,0,-1,1,1,0.5,16,1,1,256,1,48,ForwardPrepass,depth_prepass,forward,,total,0.00394,0.00422,0.01530,0.00435,0.00394,0.00400,0.00454,0.00474,0.52173,0.52214,0.52512,0.52247,0.52173,0.52189,0.52458,0.52490,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.52586,0.52637,0.53997,0.52682,0.52589,0.52605,0.52886,0.52934,256,0,16,48,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,48,0,2,overdraw_alu_orthogonal,0,28,0,success,0,
29,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_yxi18ypg\run_00029.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1,1,1,0,-1,1,1,0.5,16,1,1,256,1,48,VisBuf,visibility,resolve,,total,0.01222,0.01251,0.01293,0.01255,0.01226,0.01238,0.01283,0.01290,0.50426,0.50445,0.50486,0.50447,0.50426,0.50432,0.50470,0.50486,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.51664,0.51699,0.51760,0.51702,0.51664,0.51677,0.51738,0.51757,256,0,16,48,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,48,0,4,overdraw_alu_orthogonal,0,29,0,success,0,
30,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_yxi18ypg\run_00030.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1,1,1,0,-1,1,1,0.5,16,1,1,256,1,64,Forward,forward,,,total,0.69274,0.69338,0.69741,0.69417,0.69274,0.69299,0.69690,0.69731,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.69274,0.69338,0.69741,0.69417,0.69274,0.69299,0.69690,0.69731,256,0,16,64,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,64,0,1,overdraw_alu_orthogonal,0,30,0,success,0,
31,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_yxi18ypg\run_00031.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1,1,1,0,-1,1,1,0.5,16,1,1,256,1,64,ForwardPrepass,depth_prepass,forward,,total,0.00390,0.00429,0.00714,0.00431,0.00390,0.00400,0.00458,0.00480,0.69062,0.69110,0.69542,0.69155,0.69069,0.69078,0.69453,0.69485,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.69472,0.69536,0.69997,0.69586,0.69475,0.69504,0.69878,0.69936,256,0,16,64,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,64,0,2,overdraw_alu_orthogonal,0,31,0,success,0,
32,overdraw_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_yxi18ypg\run_00032.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1,1,1,0,-1,1,1,0.5,16,1,1,256,1,64,VisBuf,visibility,resolve,,total,0.01222,0.01248,0.01418,0.01257,0.01226,0.01232,0.01283,0.01405,0.66205,0.66221,0.66282,0.66225,0.66205,0.66208,0.66259,0.66269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.67427,0.67475,0.67661,0.67482,0.67437,0.67446,0.67520,0.67632,256,0,16,64,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,64,0,4,overdraw_alu_orthogonal,0,32,0,success,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,0,1,1,overdraw_alu_orthogonal,0,33,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-16.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,0,1,2,overdraw_alu_orthogonal,0,34,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-19.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,0,1,4,overdraw_alu_orthogonal,0,35,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-20.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,1,1,1,overdraw_alu_orthogonal,0,36,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-22.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,1,1,2,overdraw_alu_orthogonal,0,37,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-23.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,1,1,4,overdraw_alu_orthogonal,0,38,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-24.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,1,1,overdraw_alu_orthogonal,0,39,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-25.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,1,2,overdraw_alu_orthogonal,0,40,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-27.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,2,1,4,overdraw_alu_orthogonal,0,41,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-28.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,4,1,1,overdraw_alu_orthogonal,0,42,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-29.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,4,1,2,overdraw_alu_orthogonal,0,43,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-31.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,4,1,4,overdraw_alu_orthogonal,0,44,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-32.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,8,1,1,overdraw_alu_orthogonal,0,45,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-33.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,8,1,2,overdraw_alu_orthogonal,0,46,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-35.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,8,1,4,overdraw_alu_orthogonal,0,47,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-36.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,1,1,overdraw_alu_orthogonal,0,48,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-37.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,1,2,overdraw_alu_orthogonal,0,49,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-39.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,12,1,4,overdraw_alu_orthogonal,0,50,,failed,3221226505,Process exited with code 3221226505. | Assertion failed. Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\logs\log_2026-07-15_16-46-40.txt
