frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,1.94426,0.42715,1.37578,0.09163,0.03533,18152448.10000
60,2.19245,0.43941,1.60520,0.09561,0.03802,18586967.45000
120,2.05632,0.34916,1.55339,0.09764,0.03829,13912915.15000
180,1.27093,0.07970,1.03837,0.10029,0.03837,1334104.85000
240,1.15193,0.07879,0.91749,0.09856,0.03823,1563999.05000
300,1.05567,0.07364,0.83573,0.09408,0.03822,942806.45000
360,1.41402,0.06529,1.19831,0.09248,0.03870,651664.20000
420,1.27807,0.05012,1.08229,0.09343,0.03806,531526.60000
480,1.08788,0.04373,0.89943,0.09287,0.03760,335265.25000
540,1.08038,0.05052,0.88370,0.09359,0.03816,394504.35000
