frame,total,raster_stats,index_count
1010,70.27414,70.26961,9667551.00000
1020,71.16911,71.16448,9667551.00000
1030,68.25542,68.25076,9667551.00000
1040,18.76714,18.76293,9667551.00000
1050,15.22082,15.21634,10146439.80000
1060,15.87642,15.87205,10864773.00000
1070,14.24611,14.24192,10864773.00000
1080,14.15242,14.14837,10025094.60000
1090,18.35823,18.35385,9329834.40000
1100,19.00418,18.99958,9156234.00000
1110,20.95289,20.94820,9156234.00000
1120,17.24274,17.23812,9156234.00000
1130,18.30280,18.29814,9153888.00000
1140,25.96715,25.96250,8888382.00000
1150,36.04933,36.04470,6681090.00000
1160,52.03940,52.03488,7146947.40000
1170,37.18475,37.18015,9101922.00000
1180,26.00963,26.00500,9097980.00000
1190,25.42739,25.42276,9099990.00000
1200,37.56366,37.55914,9103005.00000
1210,26.22357,26.21896,9103881.00000
1220,20.28634,20.28177,9103005.00000
1230,21.17670,21.17217,9103013.40000
1240,29.24488,29.24022,9103039.20000
1250,22.03881,22.03418,9100531.50000
1260,21.42625,21.42157,9094303.20000
1270,26.39905,26.39435,9091825.20000
1280,31.72954,31.72494,8847516.90000
1290,48.75183,48.74728,8728518.00000
1300,48.63514,48.63045,8236771.20000
1310,30.39494,30.39035,6191688.00000
1320,39.48564,39.48103,6862126.50000
1330,43.00236,42.99779,5573805.00000
1340,46.64885,46.64424,6060954.00000
1350,34.27231,34.26764,6881545.80000
1360,24.58768,24.58319,9634320.90000
1370,20.10824,20.10360,10864779.00000
1380,17.97836,17.97382,10864773.60000
1390,52.49367,52.48905,10864773.00000
1400,47.98617,47.98157,10864774.80000
1410,30.98399,30.97943,10566703.20000
1420,27.61722,27.61269,10592118.60000
1430,31.42535,31.42073,10864791.00000
1440,31.09826,31.09364,10864798.20000
1450,34.97552,34.97096,10864803.00000
1460,43.54463,43.54009,10864803.00000
1470,41.76573,41.76112,10864803.00000
1480,44.02599,44.02114,10864807.80000
1490,47.15989,47.15530,10864813.20000
1500,48.86949,48.86488,10864818.60000
1510,48.28712,48.28241,10864824.00000
1520,42.50477,42.50020,10864827.00000
1530,35.45912,35.45448,10864822.20000
1540,29.84289,29.83822,10864824.00000
1550,28.34135,28.33676,10864827.00000
1560,26.39530,26.39066,10864828.20000
1570,23.76438,23.75974,10869039.60000
1580,22.02669,22.02208,10951032.60000
1590,20.82245,20.81785,10974487.80000
1600,21.55770,21.55307,10974497.40000
1610,22.16854,22.16388,10974504.00000
1620,21.32693,21.32229,10974501.00000
1630,21.16275,21.15826,10974495.00000
1640,18.98993,18.98537,10974492.00000
1650,18.41026,18.40578,10974492.00000
1660,17.07433,17.07000,10974493.80000
1670,16.07340,16.06895,10974916.20000
1680,17.01870,17.01440,11108102.10000
1690,14.91137,14.90704,11241013.20000
1700,15.16121,15.15689,11241018.60000
1710,14.65700,14.65289,11241024.00000
1720,14.37183,14.36777,11241025.80000
1730,14.35982,14.35550,11241037.20000
1740,14.42802,14.42372,11241052.20000
1750,14.43222,14.42817,11241054.00000
1760,14.58088,14.57690,11241054.00000
1770,14.18447,14.18020,11241054.00000
1780,13.57842,13.57431,11241054.00000
1790,13.19981,13.19574,11241054.00000
1800,13.69676,13.69264,11241054.00000
1810,13.01760,13.01358,11241049.80000
1820,13.43072,13.42664,11241039.60000
1830,13.80974,13.80553,11241032.40000
1840,14.59565,14.59157,11241024.00000
1850,14.97556,14.97152,11241018.00000
1860,14.67222,14.66788,11241019.80000
1870,15.44727,15.44307,11241019.80000
1880,16.21224,16.20755,11241012.60000
1890,14.67292,14.66825,11241006.00000
1900,15.83083,15.82602,11241003.00000
1910,16.91187,16.90709,11240994.00000
1920,18.39036,18.38570,11240985.60000
1930,20.18411,20.17947,11240971.20000
1940,21.30840,21.30373,11240961.00000
1950,22.35522,22.35056,11240949.00000
1960,23.56196,23.55741,11240934.60000
1970,25.13502,25.13034,11240930.40000
1980,28.95130,28.94666,11161169.70000
1990,33.18475,33.18004,10974408.00000
2000,32.58080,32.57614,10974408.00000
2010,33.59196,33.58734,10974408.00000
2020,34.07510,34.07044,10974408.00000
2030,31.54461,31.54002,10974408.00000
2040,30.45282,30.44806,10973341.80000
2050,30.85990,30.85518,10972275.60000
2060,34.84875,34.84414,10974408.00000
2070,38.41601,38.41135,10846963.80000
2080,39.35013,39.34534,10364410.50000
2090,37.46924,37.46464,10054158.00000
2100,40.21794,40.21323,10013727.00000
2110,45.04235,45.03768,10195232.40000
2120,60.59337,60.58869,10491190.80000
2130,69.62509,69.62049,10491226.80000
2140,94.63589,94.63117,10606616.40000
2150,93.32981,93.32520,10839546.30000
2160,96.63402,96.62939,10082360.10000
2170,92.98592,92.98129,7223112.00000
2180,96.88987,96.88532,6549874.20000
2190,87.12848,87.12390,6266152.50000
2200,62.38112,62.37657,5132634.90000
2210,31.09366,31.08910,3836330.40000
2220,33.85030,33.84572,3796645.80000
2230,34.15241,34.14780,2713873.80000
2240,37.10947,37.10483,1232427.90000
2250,7.24130,7.23714,384978.60000
2260,1.89464,1.89092,521978.40000
2270,7.09160,7.08766,2713873.80000
2280,6.29177,6.26804,1252506.00000
2290,4.57415,4.57031,1252506.00000
2300,0.63771,0.63392,130779.00000
2310,0.02746,0.02371,0.00000
2320,0.02743,0.02368,0.00000
2330,0.02755,0.02381,0.00000
2340,0.02748,0.02373,0.00000
2350,0.02740,0.02368,0.00000
2360,0.02743,0.02370,0.00000
2370,0.02752,0.02373,0.00000
2380,0.02751,0.02376,0.00000
2390,0.02733,0.02355,0.00000
2400,0.02720,0.02347,0.00000
2410,0.02728,0.02352,0.00000
2420,0.02724,0.02348,0.00000
2430,0.02720,0.02347,0.00000
2440,0.02877,0.02496,0.00000
2450,0.02730,0.02346,0.00000
2460,0.02713,0.02344,0.00000
2470,0.02894,0.02506,0.00000
2480,0.02722,0.02346,0.00000
2490,0.02719,0.02348,0.00000
