frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,1.69579,0.32181,1.22497,0.09085,0.03425,18152448.10000
60,1.92443,0.33120,1.44418,0.09433,0.03813,18586967.45000
120,1.72070,0.25601,1.31300,0.09512,0.03807,13912915.15000
180,1.15810,0.05163,0.95267,0.09895,0.03812,1334104.85000
240,0.97906,0.05020,0.77835,0.09911,0.03766,1563999.05000
300,0.83407,0.04206,0.64341,0.09702,0.03756,942806.45000
360,1.22642,0.03723,1.03588,0.09898,0.03793,651664.20000
420,1.26912,0.03126,1.08622,0.09850,0.03791,531526.60000
480,1.07291,0.02136,0.90542,0.09105,0.03798,335265.25000
540,0.97780,0.02530,0.80638,0.08956,0.03793,394504.35000
600,2.08965,0.37568,1.55965,0.08742,0.03848,18946657.50000
660,2.32067,0.60232,1.54630,0.08830,0.03881,22204983.50000
720,2.18067,0.65349,1.36725,0.08633,0.03768,22048389.25000
780,2.16028,0.50985,1.49716,0.08633,0.03857,22030151.10000
840,1.84920,0.57024,1.13261,0.08663,0.03866,22933227.50000
900,2.24692,0.67761,1.41957,0.08910,0.04221,23109201.20000
960,1.82935,0.51591,1.15617,0.09122,0.03926,21561609.35000
1020,1.66421,0.41388,1.10290,0.08575,0.03759,20587357.35000
1080,1.55528,0.35989,1.05592,0.08665,0.03767,19340923.10000
1140,1.28798,0.22208,0.91811,0.08524,0.03756,11587346.20000
1200,1.51596,0.32320,1.04767,0.08528,0.03736,18118567.50000
1260,1.09541,0.29943,0.65733,0.08617,0.03791,16796927.25000
1320,1.09917,0.32063,0.63635,0.08484,0.03737,17025278.05000
1380,1.96543,0.52653,1.29350,0.08625,0.03873,20513194.45000
1440,2.66718,0.73838,1.78247,0.08723,0.03788,22738668.90000
1500,2.81275,0.81387,1.83905,0.08540,0.03694,24340029.45000
1560,2.67468,0.84738,1.66607,0.08502,0.03572,25480750.30000
1620,2.71787,0.86989,1.69468,0.08330,0.03458,25990293.40000
1680,2.88414,0.86678,1.87622,0.08166,0.03389,26398667.95000
1740,2.66569,0.84410,1.67222,0.08039,0.03142,26393518.40000
1800,2.66732,0.90307,1.61350,0.07994,0.02954,26437710.30000
1860,2.79603,0.89764,1.76396,0.08106,0.03121,26437681.00000
1920,2.92000,0.88063,1.89500,0.08158,0.03454,26437617.40000
1980,2.70362,0.82555,1.73274,0.08548,0.03523,25454451.50000
2040,2.08937,0.52182,1.42613,0.08567,0.03582,22314910.70000
2100,1.59681,0.32812,1.11539,0.08804,0.04089,16667258.70000
2160,0.61781,0.09067,0.38468,0.09024,0.03454,3680024.70000
2220,0.17017,0.00967,0.03422,0.08563,0.02722,250198.20000
2280,0.14905,0.00577,0.01912,0.08533,0.02561,81778.25000
2340,0.13149,0.00335,0.00662,0.08524,0.02296,0.00000
2400,0.13151,0.00341,0.00662,0.08522,0.02293,0.00000
2460,0.13150,0.00338,0.00662,0.08518,0.02290,0.00000
