frame,total,visibility,visutil_histogram,visutil_prefix,visutil_flatten,gbuffer,lighting,tonemap,index_count
0,0.66986,0.26361,0.02743,0.00226,0.03354,0.16729,0.10028,0.04235,3553381.35000
60,0.66803,0.23944,0.02876,0.00220,0.03657,0.19002,0.09953,0.03789,3662944.30000
120,0.65936,0.18098,0.02930,0.00216,0.04065,0.23613,0.10052,0.03747,2176008.00000
180,0.61084,0.14217,0.02786,0.00217,0.04032,0.22701,0.10181,0.03771,1760027.75000
240,0.68607,0.19439,0.03003,0.00217,0.04117,0.24307,0.10408,0.03806,2911562.30000
300,0.71407,0.22125,0.03026,0.00217,0.04125,0.24264,0.10530,0.03807,3211259.30000
360,0.71731,0.22329,0.03003,0.00217,0.04152,0.24441,0.10512,0.03803,3197534.35000
420,0.65597,0.17429,0.02874,0.00217,0.04110,0.23446,0.10476,0.03768,2080022.75000
480,0.65631,0.17768,0.02897,0.00248,0.04104,0.23362,0.10480,0.03747,2143202.10000
540,0.68916,0.21399,0.02952,0.00279,0.04077,0.23691,0.10280,0.03725,2652802.15000
600,0.70778,0.24208,0.02960,0.00287,0.04053,0.22946,0.10133,0.03660,2718203.40000
660,0.62900,0.14956,0.02848,0.00261,0.04094,0.24184,0.09981,0.03686,1551084.95000
720,0.64463,0.17515,0.02899,0.00266,0.04045,0.23387,0.10119,0.03692,2455791.85000
780,0.62337,0.17110,0.02737,0.00259,0.03953,0.21487,0.10280,0.03680,2049572.45000
840,0.56431,0.11657,0.02673,0.00243,0.03927,0.20972,0.10289,0.03693,904159.35000
900,0.65670,0.21499,0.02796,0.00261,0.03950,0.21100,0.09792,0.03531,2916661.70000
960,0.73240,0.24590,0.03080,0.00310,0.04119,0.25045,0.10035,0.03693,3578981.25000
1020,0.69326,0.20719,0.03006,0.00274,0.04101,0.24528,0.10222,0.03727,2767377.40000
1080,0.66943,0.19603,0.02946,0.00263,0.04059,0.23957,0.09834,0.03758,2271770.15000
1140,0.74169,0.24738,0.03101,0.00262,0.04122,0.25704,0.09942,0.03789,2903832.20000
