frame,total,visibility,visutil_histogram,visutil_prefix,visutil_flatten,gbuffer,lighting,tonemap,index_count
0,0.65231,0.57505,0.00454,0.00209,0.00323,0.02749,0.00414,0.00353,11242987.85000
60,0.62334,0.54602,0.00452,0.00210,0.00325,0.02773,0.00414,0.00354,11001266.85000
120,0.52603,0.44826,0.00448,0.00209,0.00326,0.02809,0.00412,0.00357,8882636.90000
180,0.34130,0.26436,0.00388,0.00203,0.00314,0.02803,0.00398,0.00331,5562476.95000
240,0.36432,0.28632,0.00407,0.00207,0.00329,0.02896,0.00407,0.00344,5857320.75000
300,0.17822,0.10595,0.00316,0.00191,0.00282,0.02558,0.00378,0.00282,2632827.75000
360,0.08674,0.01709,0.00296,0.00190,0.00268,0.02375,0.00375,0.00282,429792.15000
420,0.66293,0.58406,0.00427,0.00206,0.00323,0.02991,0.00406,0.00342,12123684.65000
480,0.86890,0.78844,0.00451,0.00209,0.00335,0.03097,0.00413,0.00357,16188193.40000
540,0.83245,0.75282,0.00456,0.00218,0.00339,0.03095,0.00412,0.00355,15301253.70000
600,0.66250,0.58511,0.00486,0.00277,0.00353,0.03168,0.00426,0.00355,11790077.35000
660,0.46649,0.39134,0.00471,0.00284,0.00349,0.03122,0.00440,0.00346,7729759.65000
720,0.16011,0.08798,0.00311,0.00193,0.00279,0.02558,0.00375,0.00283,2193486.80000
780,0.07863,0.00961,0.00304,0.00193,0.00267,0.02388,0.00372,0.00281,135813.00000
