frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,0.62965,0.24675,0.36165,0.00427,0.00315,11242987.85000
60,0.61220,0.23832,0.35249,0.00427,0.00315,11001266.85000
120,0.51372,0.20294,0.28927,0.00428,0.00316,8882636.90000
180,0.32877,0.12581,0.18138,0.00423,0.00307,5562476.95000
240,0.34417,0.13243,0.19022,0.00431,0.00316,5857320.75000
300,0.15975,0.06017,0.07960,0.00392,0.00261,2632827.75000
360,0.03904,0.00951,0.01128,0.00379,0.00240,429792.15000
420,0.64350,0.24514,0.37750,0.00419,0.00302,12123684.65000
480,0.85775,0.33010,0.50627,0.00427,0.00317,16188193.40000
540,0.82686,0.32058,0.48516,0.00426,0.00317,15301253.70000
600,0.66710,0.26264,0.38311,0.00429,0.00315,11790077.35000
660,0.47336,0.18691,0.26455,0.00428,0.00317,7729759.65000
720,0.13971,0.05126,0.06838,0.00393,0.00269,2193486.80000
780,0.03172,0.00606,0.00762,0.00375,0.00240,135813.00000
