frame,total,visibility,visutil_histogram,visutil_prefix,visutil_flatten,gbuffer,lighting,tonemap,index_count
0,0.23430,0.16689,0.00324,0.00195,0.00260,0.02277,0.00324,0.00267,5571734.60000
60,0.22729,0.15924,0.00328,0.00202,0.00265,0.02280,0.00332,0.00267,5087917.35000
120,0.20718,0.13918,0.00321,0.00199,0.00259,0.02324,0.00334,0.00284,4306217.95000
180,1.01481,0.94113,0.00431,0.00212,0.00306,0.02468,0.00365,0.00338,25483426.25000
240,1.19694,1.12306,0.00438,0.00211,0.00310,0.02476,0.00366,0.00340,29942091.00000
300,1.18839,1.11484,0.00433,0.00212,0.00309,0.02456,0.00365,0.00335,29637854.50000
360,1.11538,1.04176,0.00436,0.00212,0.00303,0.02436,0.00366,0.00339,27564273.70000
420,1.14797,1.07514,0.00440,0.00230,0.00307,0.02461,0.00395,0.00335,28511524.00000
480,1.12252,1.05394,0.00475,0.00298,0.00345,0.02548,0.00454,0.00314,27896469.80000
540,1.11952,1.04894,0.00477,0.00307,0.00342,0.02588,0.00445,0.00303,27804299.85000
600,0.98719,0.91824,0.00496,0.00320,0.00354,0.02663,0.00457,0.00302,24096806.70000
660,0.89134,0.81928,0.00490,0.00314,0.00351,0.02700,0.00447,0.00304,21624171.85000
720,0.54099,0.47222,0.00481,0.00312,0.00353,0.02637,0.00446,0.00305,13165119.05000
780,0.31153,0.24065,0.00440,0.00258,0.00327,0.02534,0.00394,0.00321,7143579.70000
840,0.34196,0.27280,0.00450,0.00292,0.00338,0.02561,0.00425,0.00303,7975148.70000
900,0.56541,0.49560,0.00480,0.00317,0.00354,0.02604,0.00444,0.00303,13502379.35000
960,0.35586,0.28645,0.00451,0.00292,0.00336,0.02530,0.00415,0.00295,8393546.05000
1020,0.26000,0.19192,0.00375,0.00220,0.00277,0.02393,0.00345,0.00260,6146980.55000
1080,0.36546,0.29379,0.00403,0.00238,0.00294,0.02437,0.00368,0.00276,8854916.20000
1140,0.33698,0.26833,0.00417,0.00262,0.00311,0.02507,0.00383,0.00278,7892153.65000
1200,0.23073,0.16195,0.00353,0.00206,0.00268,0.02349,0.00325,0.00262,5427308.65000
1260,0.62154,0.55115,0.00462,0.00282,0.00336,0.02603,0.00426,0.00307,15451999.00000
1320,0.63469,0.56475,0.00477,0.00311,0.00345,0.02678,0.00441,0.00307,15191734.00000
1380,0.36332,0.29400,0.00436,0.00283,0.00325,0.02546,0.00403,0.00295,8526090.60000
1440,0.19935,0.13178,0.00320,0.00200,0.00256,0.02320,0.00323,0.00261,4627918.50000
1500,0.10028,0.03484,0.00281,0.00192,0.00234,0.02258,0.00319,0.00260,1221133.20000
1560,0.06791,0.00335,0.00287,0.00193,0.00232,0.02180,0.00319,0.00260,2937.30000
1620,0.36826,0.30158,0.00372,0.00243,0.00284,0.02355,0.00378,0.00282,8784447.30000
1680,0.96233,0.88922,0.00486,0.00299,0.00345,0.02675,0.00442,0.00309,24027453.75000
1740,0.67598,0.60407,0.00487,0.00311,0.00347,0.02676,0.00457,0.00301,16690997.60000
1800,0.37583,0.30591,0.00456,0.00290,0.00339,0.02540,0.00425,0.00313,9401479.95000
1860,0.50705,0.43842,0.00480,0.00332,0.00351,0.02644,0.00459,0.00301,12791880.35000
1920,0.47826,0.40859,0.00476,0.00307,0.00352,0.02667,0.00447,0.00304,12057396.90000
1980,0.67107,0.60172,0.00488,0.00318,0.00355,0.02730,0.00464,0.00300,16971321.70000
2040,0.76157,0.69263,0.00491,0.00315,0.00357,0.02705,0.00464,0.00302,18275703.90000
2100,0.59506,0.52536,0.00460,0.00284,0.00332,0.02567,0.00426,0.00311,14724372.75000
2160,0.79373,0.72382,0.00489,0.00316,0.00351,0.02760,0.00462,0.00302,19520227.45000
2220,0.72221,0.65266,0.00481,0.00301,0.00358,0.02709,0.00456,0.00301,17947662.10000
2280,0.94083,0.87146,0.00489,0.00300,0.00354,0.02718,0.00458,0.00302,23548176.20000
2340,1.01338,0.94364,0.00499,0.00317,0.00355,0.02711,0.00462,0.00303,25137229.55000
2400,0.92120,0.85116,0.00492,0.00312,0.00351,0.02739,0.00459,0.00301,22711593.65000
2460,0.70269,0.63325,0.00490,0.00304,0.00352,0.02737,0.00458,0.00300,16686160.80000
2520,0.57321,0.50366,0.00485,0.00323,0.00348,0.02693,0.00446,0.00303,13570170.60000
2580,0.51945,0.44688,0.00472,0.00310,0.00349,0.02704,0.00428,0.00308,12228395.40000
2640,0.60899,0.53846,0.00484,0.00297,0.00349,0.02736,0.00449,0.00304,14740143.00000
