frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,0.43410,0.04672,0.33194,0.03292,0.00867,2955774.10000
60,0.51812,0.05524,0.40689,0.03377,0.00867,3390293.45000
120,0.46492,0.02761,0.38056,0.03401,0.00868,1763572.05000
180,0.43166,0.02798,0.34789,0.03381,0.00874,1334104.85000
240,0.38421,0.03049,0.29811,0.03385,0.00864,1563999.05000
300,0.32704,0.02557,0.24633,0.03328,0.00867,942806.45000
360,0.43536,0.01934,0.36106,0.03387,0.00865,651664.20000
420,0.47277,0.01664,0.40020,0.03425,0.00874,531526.60000
480,0.40422,0.01118,0.33729,0.03409,0.00868,335265.25000
540,0.38360,0.01302,0.31544,0.03394,0.00863,394504.35000
600,0.58702,0.08740,0.44355,0.03360,0.00868,4763095.10000
660,0.60897,0.12318,0.42981,0.03319,0.00864,7008309.50000
720,0.53721,0.12379,0.35863,0.03249,0.00861,6851715.25000
780,0.59643,0.12823,0.41429,0.03169,0.00863,6833477.10000
840,0.52069,0.15660,0.31023,0.03107,0.00846,7736553.50000
900,0.60662,0.15372,0.39874,0.03184,0.00851,7912527.20000
960,0.48338,0.11787,0.31204,0.03153,0.00857,6364935.35000
1020,0.45178,0.09540,0.30267,0.03154,0.00858,5390683.35000
1080,0.43570,0.07364,0.30845,0.03180,0.00857,4144249.10000
1140,0.38915,0.04439,0.29034,0.03221,0.00868,2469341.80000
1200,0.41703,0.05021,0.31327,0.03160,0.00853,2921893.50000
1260,0.23348,0.03130,0.14945,0.03168,0.00849,1600253.25000
1320,0.20575,0.03743,0.11542,0.03164,0.00847,1828604.05000
1380,0.48999,0.09674,0.34028,0.03172,0.00843,5316520.45000
1440,0.65400,0.14220,0.45797,0.03174,0.00850,7541994.90000
1500,0.71577,0.18328,0.47933,0.03142,0.00839,9143355.45000
1560,0.74878,0.21395,0.48168,0.03126,0.00836,10284076.30000
1620,0.77894,0.22683,0.49950,0.03084,0.00838,10793619.40000
1680,0.77924,0.23287,0.49323,0.03097,0.00843,11201993.95000
1740,0.72017,0.23148,0.43637,0.03034,0.00837,11196844.40000
1800,0.70713,0.23875,0.41587,0.03044,0.00827,11241036.30000
1860,0.74545,0.23815,0.45461,0.03044,0.00829,11241007.00000
1920,0.78966,0.23454,0.50201,0.03088,0.00845,11240943.40000
1980,0.74324,0.20566,0.48399,0.03147,0.00835,10257777.50000
2040,0.59102,0.13128,0.40587,0.03175,0.00837,7118236.70000
2100,0.49465,0.08414,0.35612,0.03220,0.00855,4779189.60000
2160,0.24634,0.03355,0.15944,0.03184,0.00859,1653801.50000
2220,0.06797,0.00630,0.01074,0.03080,0.00782,250198.20000
2280,0.05943,0.00362,0.00504,0.03069,0.00791,81778.25000
2340,0.05480,0.00197,0.00198,0.03060,0.00799,0.00000
2400,0.05462,0.00184,0.00196,0.03060,0.00798,0.00000
2460,0.05466,0.00183,0.00194,0.03061,0.00797,0.00000
