frame,total,depth_prepass,geometry,lighting,index_count
0,0.31804,0.12608,0.16243,0.02000,6388479.00000
10,0.31879,0.12699,0.16215,0.01984,6388479.00000
20,0.32370,0.12789,0.16558,0.01973,6388479.00000
30,0.32683,0.12874,0.16772,0.02026,6388479.00000
40,0.33088,0.12944,0.17095,0.02050,6388479.00000
50,0.39123,0.15198,0.20654,0.02226,7620873.90000
60,0.41652,0.16004,0.22171,0.02428,7933098.00000
70,0.42376,0.16057,0.22633,0.02670,7933098.00000
80,0.42085,0.16036,0.22440,0.02605,7933098.00000
90,0.41706,0.15996,0.22176,0.02505,7933098.00000
100,0.42535,0.15914,0.23174,0.02413,7778540.10000
110,0.35798,0.12932,0.19536,0.02310,6388359.00000
120,0.36028,0.12850,0.19826,0.02330,6388359.00000
130,0.35406,0.12813,0.19181,0.02334,6328608.30000
140,0.34901,0.12787,0.18777,0.02303,6278724.00000
150,0.35260,0.12753,0.19179,0.02362,6278724.00000
160,0.35400,0.13028,0.19100,0.02268,6344505.00000
170,0.36084,0.13646,0.19231,0.02171,6548192.40000
180,0.36800,0.14073,0.19495,0.02248,6654137.70000
190,0.36112,0.13717,0.19126,0.02297,6649594.80000
200,0.35763,0.12932,0.19474,0.02346,6279649.20000
210,0.35621,0.12914,0.19462,0.02293,6153959.40000
220,0.33458,0.11687,0.18529,0.02280,5654925.00000
230,0.32569,0.11569,0.17998,0.02024,5715609.00000
240,0.35668,0.13252,0.19214,0.02182,6556806.00000
250,0.36666,0.13597,0.19681,0.02374,6632634.60000
260,0.35554,0.13519,0.18930,0.02055,6632607.00000
270,0.35832,0.13576,0.19147,0.02082,6632600.40000
280,0.36525,0.13651,0.19618,0.02248,6632592.60000
290,0.36748,0.13694,0.19797,0.02272,6632589.00000
300,0.33424,0.12542,0.18109,0.01767,6086332.20000
310,0.31858,0.11978,0.17167,0.01710,5774538.60000
320,0.31368,0.11661,0.16935,0.01782,5711706.00000
330,0.30898,0.11364,0.16681,0.01831,5522449.20000
340,0.31082,0.11433,0.16750,0.01853,5438616.30000
350,0.31517,0.11676,0.16923,0.01898,5419182.00000
360,0.31280,0.11414,0.16951,0.01863,5369350.80000
370,0.31008,0.10702,0.17167,0.02064,4967546.10000
380,0.30700,0.10545,0.17168,0.01990,4898302.80000
390,0.29732,0.10355,0.16418,0.01878,4809108.60000
400,0.29017,0.09991,0.16225,0.01736,4843965.00000
410,0.29888,0.10394,0.16540,0.01840,4857206.70000
420,0.31052,0.10456,0.17361,0.02175,4924218.00000
430,0.31067,0.10287,0.17514,0.02187,4921590.00000
440,0.29707,0.10132,0.16495,0.02042,4919838.00000
450,0.30666,0.10212,0.17525,0.01905,4918621.20000
460,0.29887,0.10095,0.16824,0.01888,4915782.00000
470,0.33046,0.09989,0.16521,0.01882,4915782.00000
480,0.30116,0.09894,0.17326,0.01856,4724589.90000
490,0.27514,0.08960,0.15712,0.01829,4350555.00000
500,0.29507,0.09424,0.17152,0.01871,4561743.60000
510,0.28066,0.09714,0.15461,0.01874,4649973.00000
520,0.28036,0.09667,0.15433,0.01855,4649973.00000
530,0.28094,0.09623,0.15619,0.01852,4649973.00000
540,0.28296,0.09638,0.15772,0.01844,4649973.00000
550,0.29691,0.10071,0.16669,0.01892,4889201.10000
560,0.29392,0.10116,0.16369,0.01863,4808830.80000
570,0.27717,0.09394,0.15572,0.01754,4297629.90000
580,0.24572,0.07659,0.14200,0.01718,3585789.60000
590,0.29815,0.10436,0.16511,0.01817,5050871.70000
600,0.40876,0.15226,0.22090,0.02214,7428586.80000
610,0.47435,0.18178,0.25510,0.02649,9154439.10000
620,0.49858,0.19292,0.26400,0.03170,9521362.20000
630,0.50124,0.19214,0.26408,0.03470,9517167.00000
640,0.49875,0.19158,0.26156,0.03536,9459631.80000
650,0.50193,0.19159,0.26279,0.03723,9421272.60000
660,0.56678,0.21752,0.29693,0.04204,10768835.40000
670,0.57636,0.22118,0.30315,0.04216,10858999.20000
680,0.57984,0.22314,0.30570,0.04089,10858885.50000
690,0.58012,0.22184,0.30693,0.03944,10855368.00000
700,0.57706,0.22240,0.30630,0.03823,10855368.00000
710,0.57762,0.22345,0.30647,0.03747,10855368.00000
720,0.58918,0.21888,0.30361,0.03674,10673067.00000
730,0.55759,0.21670,0.29758,0.03350,10593060.00000
740,0.54601,0.21418,0.29106,0.03048,10404744.00000
750,0.53644,0.20924,0.28675,0.03004,10279200.00000
760,0.54677,0.21234,0.29049,0.03162,10437937.50000
770,0.56204,0.21962,0.29817,0.03436,10766673.60000
780,0.56339,0.22017,0.29814,0.03546,10864798.80000
790,0.51900,0.20137,0.27382,0.03409,9787313.40000
800,0.51207,0.19648,0.27231,0.03313,9664446.60000
810,0.51320,0.19720,0.27456,0.03160,9667598.40000
820,0.51313,0.19706,0.27454,0.03126,9667593.00000
830,0.51144,0.19707,0.27440,0.02968,9667602.00000
840,0.51074,0.19696,0.27409,0.02991,9667602.60000
850,0.51242,0.19722,0.27676,0.02766,9667603.20000
860,0.50711,0.19812,0.27345,0.02553,9667607.40000
870,0.52768,0.20921,0.28323,0.02554,10385949.00000
880,0.55883,0.22515,0.30472,0.01861,10864839.00000
890,0.56157,0.22756,0.30575,0.01802,10864839.00000
900,0.56336,0.22790,0.30654,0.01892,10864835.40000
910,0.58350,0.23081,0.31783,0.02478,10864828.20000
920,0.57631,0.22636,0.31209,0.02740,10864825.20000
930,0.57762,0.22720,0.31319,0.02750,10864821.00000
940,0.57633,0.22686,0.31132,0.02765,10864821.00000
950,0.57863,0.22544,0.31496,0.02847,10864821.00000
960,0.57823,0.22597,0.31244,0.03002,10864818.00000
970,0.57817,0.22519,0.31206,0.03039,10864786.20000
980,0.57860,0.22618,0.31174,0.03061,10864773.00000
990,0.57170,0.22249,0.30900,0.02976,10864773.00000
1000,0.56473,0.22082,0.30835,0.02556,10625328.60000
1010,0.50406,0.19843,0.27202,0.02338,9667551.00000
1020,0.50686,0.19663,0.27350,0.02690,9667551.00000
1030,0.50469,0.19598,0.27008,0.02820,9667551.00000
1040,0.50590,0.19568,0.27240,0.02735,9667551.00000
1050,0.53184,0.20264,0.28559,0.03076,10146439.80000
1060,0.56624,0.22032,0.30374,0.03190,10864773.00000
1070,0.56839,0.22056,0.30534,0.03270,10864773.00000
1080,0.53295,0.20659,0.28510,0.03106,10025094.60000
1090,0.49881,0.18731,0.27353,0.02740,9329834.40000
1100,0.49414,0.18373,0.26902,0.03062,9156234.00000
1110,0.48672,0.18402,0.26314,0.02938,9156234.00000
1120,0.49384,0.18512,0.26752,0.03082,9156234.00000
1130,0.49014,0.18562,0.26479,0.02923,9153888.00000
1140,0.47966,0.18208,0.25800,0.02792,8888382.00000
1150,0.40119,0.14615,0.21681,0.02650,6681090.00000
1160,0.36462,0.13743,0.19502,0.02179,7146947.40000
1170,0.46676,0.18318,0.24632,0.02695,9101922.00000
1180,0.48038,0.18346,0.25573,0.03034,9097980.00000
1190,0.47931,0.18382,0.25496,0.03026,9099990.00000
1200,0.46399,0.18261,0.24457,0.02632,9103005.00000
1210,0.46958,0.18344,0.24819,0.02734,9103881.00000
1220,0.47871,0.18399,0.25566,0.02832,9103005.00000
1230,0.47100,0.18386,0.24973,0.02693,9103013.40000
1240,0.45840,0.18466,0.23673,0.02434,9103039.20000
1250,0.46068,0.18372,0.24204,0.02440,9100531.50000
1260,0.46681,0.18310,0.24698,0.02606,9094303.20000
1270,0.46878,0.18366,0.24972,0.02489,9091825.20000
1280,0.46393,0.17846,0.25181,0.02253,8847516.90000
1290,0.45375,0.17598,0.24445,0.02279,8728518.00000
1300,0.45662,0.17364,0.24396,0.02753,8236771.20000
1310,0.33261,0.12124,0.18243,0.01895,6191688.00000
1320,0.37648,0.13754,0.20750,0.02040,6862126.50000
1330,0.32743,0.11479,0.18489,0.01729,5573805.00000
1340,0.30901,0.11282,0.16904,0.01705,6060954.00000
1350,0.37041,0.14467,0.19883,0.01714,6881545.80000
1360,0.51236,0.19635,0.28451,0.02106,9634320.90000
1370,0.55737,0.22359,0.29781,0.02561,10864779.00000
1380,0.56972,0.22316,0.30866,0.02792,10864773.60000
1390,0.58299,0.22374,0.31938,0.02946,10864773.00000
1400,0.58378,0.22532,0.31924,0.02884,10864774.80000
1410,0.55739,0.22053,0.30450,0.02232,10566703.20000
1420,0.54065,0.21630,0.29418,0.02026,10592118.60000
1430,0.57034,0.22728,0.31008,0.02301,10864791.00000
1440,0.57045,0.22478,0.31235,0.02344,10864798.20000
1450,0.56977,0.22525,0.31074,0.02369,10864803.00000
1460,0.57200,0.22602,0.31095,0.02474,10864803.00000
1470,0.57344,0.22692,0.31134,0.02508,10864803.00000
1480,0.57598,0.22701,0.31368,0.02519,10864807.80000
1490,0.57884,0.22844,0.31514,0.02516,10864813.20000
1500,0.58048,0.23146,0.31454,0.02420,10864818.60000
1510,0.58609,0.23448,0.31792,0.02365,10864824.00000
1520,0.58700,0.23546,0.31805,0.02359,10864827.00000
1530,0.57780,0.23312,0.31132,0.02335,10864822.20000
1540,0.57195,0.23212,0.30711,0.02265,10864824.00000
1550,0.57206,0.23259,0.30683,0.02254,10864827.00000
1560,0.57432,0.23425,0.30664,0.02316,10864828.20000
1570,0.57257,0.23562,0.30325,0.02355,10869039.60000
1580,0.58080,0.24108,0.30372,0.02526,10951032.60000
1590,0.58426,0.24386,0.30272,0.02750,10974487.80000
1600,0.58060,0.24201,0.30022,0.02815,10974497.40000
1610,0.57694,0.24167,0.29855,0.02700,10974504.00000
1620,0.56930,0.24092,0.29339,0.02539,10974501.00000
1630,0.56299,0.24217,0.28669,0.02387,10974495.00000
1640,0.55787,0.24199,0.28310,0.02281,10974492.00000
1650,0.55800,0.24285,0.28295,0.02219,10974492.00000
1660,0.55433,0.24306,0.27964,0.02160,10974493.80000
1670,0.55440,0.24378,0.27870,0.02156,10974916.20000
1680,0.55757,0.24544,0.28082,0.02106,11108102.10000
1690,0.55966,0.24552,0.28359,0.02040,11241013.20000
1700,0.55671,0.24593,0.28122,0.01958,11241018.60000
1710,0.55423,0.24649,0.27897,0.01881,11241024.00000
1720,0.55379,0.24898,0.27677,0.01824,11241025.80000
1730,0.54930,0.24739,0.27438,0.01757,11241037.20000
1740,0.54548,0.24530,0.27283,0.01718,11241052.20000
1750,0.54067,0.24454,0.26996,0.01632,11241054.00000
1760,0.53951,0.24465,0.26862,0.01619,11241054.00000
1770,0.54012,0.24617,0.26779,0.01614,11241054.00000
1780,0.54222,0.24915,0.26710,0.01600,11241054.00000
1790,0.54426,0.25092,0.26736,0.01600,11241054.00000
1800,0.54238,0.25029,0.26647,0.01580,11241054.00000
1810,0.54302,0.25050,0.26699,0.01563,11241049.80000
1820,0.54392,0.25080,0.26770,0.01574,11241039.60000
1830,0.54444,0.25072,0.26785,0.01594,11241032.40000
1840,0.54796,0.25162,0.26928,0.01626,11241024.00000
1850,0.54598,0.25112,0.26866,0.01637,11241018.00000
1860,0.54810,0.25119,0.26995,0.01691,11241019.80000
1870,0.54860,0.25099,0.27037,0.01738,11241019.80000
1880,0.55085,0.25112,0.27176,0.01762,11241012.60000
1890,0.55510,0.25094,0.27544,0.01846,11241006.00000
1900,0.55593,0.25067,0.27636,0.01863,11241003.00000
1910,0.55818,0.25082,0.27820,0.01897,11240994.00000
1920,0.56093,0.25010,0.28133,0.01959,11240985.60000
1930,0.56576,0.24993,0.28450,0.02096,11240971.20000
1940,0.56862,0.24934,0.28693,0.02227,11240961.00000
1950,0.57176,0.24818,0.28926,0.02404,11240949.00000
1960,0.57594,0.24680,0.29357,0.02563,11240934.60000
1970,0.57983,0.24585,0.29666,0.02742,11240930.40000
1980,0.58286,0.24381,0.29996,0.02846,11161169.70000
1990,0.56538,0.23806,0.29202,0.02522,10974408.00000
2000,0.56247,0.23459,0.29448,0.02338,10974408.00000
