frame,total,depth_prepass,forward,index_count
0,0.28370,0.08546,0.19144,6388479.00000
10,0.30270,0.09242,0.20352,6388479.00000
20,0.29552,0.08565,0.20326,6388479.00000
30,0.30440,0.08602,0.21168,6388479.00000
40,0.30881,0.08588,0.21617,6388479.00000
50,0.38199,0.11000,0.26120,7620873.90000
60,0.40472,0.11574,0.28156,7933098.00000
70,0.40711,0.11692,0.28134,7933098.00000
80,0.40454,0.11648,0.27842,7933098.00000
90,0.40100,0.11581,0.27846,7933098.00000
100,0.43171,0.11554,0.30803,7778540.10000
110,0.34927,0.08857,0.25410,6388359.00000
120,0.34829,0.08842,0.25288,6388359.00000
130,0.33898,0.08833,0.24382,6328608.30000
140,0.33855,0.08820,0.24063,6278724.00000
150,0.33688,0.08770,0.24198,6278724.00000
160,0.34159,0.09092,0.24314,6344505.00000
170,0.35308,0.09849,0.24758,6548192.40000
180,0.35591,0.10252,0.24651,6654137.70000
190,0.35498,0.09842,0.24816,6649594.80000
200,0.36313,0.09082,0.26572,6279649.20000
210,0.36186,0.09076,0.26438,6153959.40000
220,0.34136,0.08011,0.25400,5654925.00000
230,0.32532,0.07784,0.24065,5715609.00000
240,0.36438,0.09220,0.26316,6556806.00000
250,0.36422,0.09664,0.26059,6632634.60000
260,0.35068,0.09570,0.24811,6632607.00000
270,0.36009,0.09676,0.25529,6632600.40000
280,0.36304,0.09690,0.25903,6632592.60000
290,0.36263,0.09763,0.25834,6632589.00000
300,0.33258,0.08944,0.23387,6086332.20000
310,0.31489,0.08424,0.22369,5774538.60000
320,0.30826,0.08143,0.22004,5711706.00000
330,0.30330,0.07946,0.21712,5522449.20000
340,0.31424,0.08114,0.22655,5438616.30000
350,0.31676,0.08318,0.22661,5419182.00000
360,0.32059,0.08132,0.23247,5369350.80000
370,0.32413,0.07527,0.24166,4967546.10000
380,0.32031,0.07479,0.23894,4898302.80000
390,0.30167,0.07189,0.22304,4809108.60000
400,0.29676,0.07021,0.21927,4843965.00000
410,0.30472,0.07237,0.22557,4857206.70000
420,0.32935,0.07314,0.24950,4924218.00000
430,0.32452,0.07078,0.24701,4921590.00000
440,0.30633,0.06687,0.23251,4919838.00000
450,0.32284,0.06587,0.25012,4918621.20000
460,0.30706,0.06573,0.23436,4915782.00000
470,0.30041,0.06533,0.22794,4915782.00000
480,0.31651,0.06411,0.24376,4724589.90000
490,0.27829,0.05848,0.21287,4350555.00000
500,0.30335,0.06104,0.23530,4561743.60000
510,0.28906,0.06230,0.21999,4649973.00000
520,0.28639,0.06244,0.21708,4649973.00000
530,0.29154,0.06198,0.22270,4649973.00000
540,0.29204,0.06234,0.22288,4649973.00000
550,0.30748,0.06585,0.23445,4889201.10000
560,0.29598,0.06782,0.22115,4808830.80000
570,0.28076,0.06494,0.20881,4297629.90000
580,0.25900,0.05617,0.19568,3585789.60000
590,0.30516,0.07394,0.22434,5050871.70000
600,0.39460,0.10831,0.27855,7428586.80000
610,0.46261,0.14767,0.30503,9154439.10000
620,0.47326,0.16370,0.30257,9521362.20000
