frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,0.43562,0.04679,0.33392,0.03274,0.00861,2955774.10000
60,0.51877,0.05478,0.40861,0.03368,0.00863,3390293.45000
120,0.46390,0.02786,0.38123,0.03393,0.00862,1763572.05000
180,0.43214,0.02797,0.34918,0.03368,0.00872,1334104.85000
240,0.38427,0.03058,0.29924,0.03375,0.00861,1563999.05000
300,0.32618,0.02561,0.24605,0.03330,0.00870,942806.45000
360,0.43904,0.01940,0.36161,0.03387,0.00874,651664.20000
420,0.47209,0.01508,0.40002,0.03414,0.00871,531526.60000
480,0.40600,0.01126,0.33680,0.03405,0.00867,335265.25000
540,0.39229,0.01307,0.31838,0.03387,0.00865,394504.35000
600,0.60043,0.08654,0.45453,0.03351,0.00864,4763095.10000
660,0.61631,0.12206,0.43493,0.03323,0.00863,7008309.50000
720,0.54477,0.12328,0.35939,0.03308,0.00857,6851715.25000
780,0.59929,0.12699,0.41609,0.03301,0.00883,6833477.10000
840,0.51865,0.15528,0.30473,0.03219,0.00860,7736553.50000
900,0.60956,0.15200,0.39902,0.03330,0.00871,7912527.20000
960,0.48624,0.11752,0.31074,0.03254,0.00871,6364935.35000
1020,0.45290,0.09463,0.30306,0.03256,0.00862,5390683.35000
1080,0.44080,0.07312,0.30941,0.03279,0.00868,4144249.10000
1140,0.38968,0.04433,0.29070,0.03268,0.00864,2469341.80000
1200,0.41687,0.05000,0.31025,0.03265,0.00872,2921893.50000
1260,0.23387,0.03125,0.14669,0.03167,0.00848,1600253.25000
1320,0.20642,0.03781,0.11511,0.03137,0.00833,1828604.05000
1380,0.49095,0.09608,0.33714,0.03268,0.00865,5316520.45000
1440,0.64820,0.14128,0.45102,0.03311,0.00860,7541994.90000
1500,0.71295,0.18254,0.47572,0.03270,0.00867,9143355.45000
1560,0.74616,0.21336,0.47883,0.03163,0.00857,10284076.30000
1620,0.77767,0.22617,0.49834,0.03106,0.00859,10793619.40000
1680,0.79311,0.23226,0.50676,0.03117,0.00859,11201993.95000
1740,0.73047,0.23077,0.44638,0.03072,0.00859,11196844.40000
1800,0.71563,0.23822,0.42463,0.03049,0.00855,11241036.30000
1860,0.75614,0.23750,0.46512,0.03114,0.00849,11241007.00000
1920,0.80171,0.23351,0.51438,0.03164,0.00863,11240943.40000
1980,0.74146,0.20482,0.48314,0.03143,0.00859,10257777.50000
2040,0.58751,0.13067,0.40135,0.03269,0.00879,7118236.70000
2100,0.49040,0.08370,0.35072,0.03340,0.00875,4779189.60000
2160,0.24546,0.03330,0.15907,0.03199,0.00863,1653801.50000
2220,0.06754,0.00627,0.01074,0.03075,0.00778,250198.20000
2280,0.05928,0.00371,0.00514,0.03056,0.00791,81778.25000
2340,0.05462,0.00223,0.00200,0.03042,0.00799,0.00000
2400,0.05481,0.00211,0.00200,0.03060,0.00802,0.00000
2460,0.05471,0.00213,0.00199,0.03050,0.00800,0.00000
