frame,total,visibility,visutil_histogram,visutil_prefix,visutil_flatten,gbuffer,lighting,tonemap,index_count
0,0.74511,0.59756,0.01174,0.00212,0.01232,0.04798,0.03193,0.01010,11242987.85000
60,0.72514,0.57490,0.01152,0.00212,0.01235,0.04906,0.03197,0.01007,11001266.85000
120,0.66253,0.48186,0.01329,0.00211,0.01439,0.07123,0.03334,0.00973,8882636.90000
180,0.51738,0.31383,0.01445,0.00211,0.01619,0.09278,0.03374,0.00985,5562476.95000
240,0.54493,0.34335,0.01457,0.00211,0.01629,0.09346,0.03382,0.00971,5857320.75000
300,0.34399,0.14868,0.01315,0.00211,0.01597,0.08781,0.03359,0.00923,2632827.75000
360,0.20987,0.03420,0.01132,0.00211,0.01529,0.07377,0.03253,0.00816,429792.15000
420,0.84164,0.63949,0.01520,0.00244,0.01627,0.09604,0.03347,0.00951,12123684.65000
480,1.05236,0.84970,0.01652,0.00320,0.01694,0.10078,0.03197,0.00866,16188193.40000
540,1.01207,0.80829,0.01617,0.00309,0.01689,0.09967,0.03200,0.00854,15301253.70000
600,0.84144,0.63787,0.01602,0.00258,0.01673,0.10241,0.03205,0.00887,11790077.35000
660,0.65084,0.43927,0.01556,0.00235,0.01675,0.10603,0.03278,0.00936,7729759.65000
720,0.32653,0.12972,0.01334,0.00211,0.01636,0.08905,0.03354,0.00965,2193486.80000
780,0.20904,0.03333,0.01135,0.00212,0.01536,0.07384,0.03275,0.00806,135813.00000
