frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,0.64891,0.17058,0.31926,0.09950,0.04485,3553381.35000
60,0.57164,0.14411,0.27421,0.09720,0.04044,3662944.30000
120,0.47006,0.10711,0.21410,0.09556,0.03933,2176008.00000
180,0.40525,0.06959,0.18698,0.09575,0.03886,1760027.75000
240,0.50314,0.11788,0.23568,0.09637,0.03901,2911562.30000
300,0.55092,0.14476,0.25488,0.09822,0.03904,3211259.30000
360,0.56977,0.15381,0.26321,0.09974,0.03878,3197534.35000
420,0.49848,0.11367,0.23329,0.09889,0.03865,2080022.75000
480,0.50468,0.11989,0.23344,0.09829,0.03879,2143202.10000
540,0.51489,0.13141,0.23529,0.09544,0.03855,2652802.15000
