frame,total,depth_prepass,geometry,lighting,tonemap,index_count
0,1.76867,0.09631,1.49772,0.11231,0.04749,2955774.10000
60,1.41320,0.08277,1.17897,0.09715,0.03815,3390293.45000
120,1.29532,0.05117,1.08682,0.09755,0.03833,1763572.05000
180,1.14917,0.05175,0.94369,0.09738,0.03809,1334104.85000
240,0.97222,0.05021,0.77980,0.09035,0.03780,1563999.05000
300,0.82887,0.04231,0.64251,0.08901,0.03780,942806.45000
360,1.18071,0.03724,0.99115,0.09005,0.03811,651664.20000
420,1.26727,0.03124,1.08556,0.09191,0.03798,531526.60000
480,1.06793,0.02137,0.90370,0.09150,0.03751,335265.25000
540,0.97634,0.02532,0.79996,0.09104,0.03814,394504.35000
