frame,total,visibility,visutil_histogram,visutil_prefix,visutil_flatten,gbuffer,lighting,tonemap,index_count
0,0.69536,0.26600,0.02813,0.00226,0.03487,0.18272,0.09853,0.04464,3553381.35000
60,0.81171,0.28259,0.03093,0.00227,0.03846,0.25228,0.11466,0.05315,3662944.30000
120,0.69216,0.18150,0.03051,0.00216,0.04282,0.26521,0.09865,0.03859,2176008.00000
180,0.64164,0.14241,0.02925,0.00216,0.04245,0.25526,0.09936,0.03848,1760027.75000
240,0.71483,0.19438,0.03137,0.00217,0.04351,0.27181,0.10007,0.03892,2911562.30000
300,0.74617,0.22133,0.03186,0.00216,0.04393,0.27340,0.10204,0.03916,3211259.30000
360,0.75032,0.22368,0.03176,0.00216,0.04452,0.27461,0.10229,0.03943,3197534.35000
420,0.68512,0.17473,0.03061,0.00235,0.04374,0.26121,0.10143,0.03874,2080022.75000
480,0.68669,0.17789,0.03091,0.00249,0.04403,0.26199,0.10294,0.03862,2143202.10000
540,0.72088,0.21426,0.03063,0.00271,0.04263,0.26797,0.10003,0.03832,2652802.15000
