frame,total,visibility,visutil_histogram,visutil_prefix,visutil_flatten,gbuffer,lighting,tonemap,index_count
0,1.13010,0.12743,0.02742,0.00216,0.03813,0.77469,0.09164,0.03506,2955774.10000
60,1.39284,0.15264,0.02948,0.00217,0.04214,0.99891,0.09670,0.03898,3390293.45000
120,1.32456,0.09596,0.02823,0.00216,0.04111,0.98495,0.09591,0.03898,1763572.05000
180,1.26017,0.08897,0.02768,0.00217,0.04080,0.93087,0.09672,0.03826,1334104.85000
240,1.15346,0.09774,0.02768,0.00272,0.04027,0.82829,0.09337,0.03800,1563999.05000
300,0.99194,0.08947,0.02742,0.00271,0.03953,0.68278,0.08637,0.03763,942806.45000
360,1.26082,0.07505,0.02786,0.00279,0.04015,0.96219,0.08786,0.03839,651664.20000
420,1.36780,0.06793,0.02786,0.00279,0.04022,1.07503,0.09068,0.03839,531526.60000
480,1.13322,0.05994,0.02760,0.00268,0.03958,0.84629,0.09124,0.03820,335265.25000
540,1.06206,0.06395,0.02741,0.00259,0.03972,0.77298,0.09000,0.03827,394504.35000
